SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22014,2547,0021400796,"FEB 11, 2015",MIA @ CLE,L,36,5,17,0.294,1,4,0.25,4,5,0.8,0,2,2,3,2,0,2,2,15,-26,1
22014,2547,0021400777,"FEB 09, 2015",MIA vs. NYK,W,37,12,23,0.522,4,6,0.667,4,5,0.8,0,2,2,6,1,0,2,1,32,21,1
22014,2547,0021400757,"FEB 06, 2015",MIA @ SAS,L,36,7,18,0.389,0,1,0.0,0,1,0.0,1,6,7,3,1,1,1,0,14,-3,1
22014,2547,0021400737,"FEB 04, 2015",MIA @ MIN,L,34,5,14,0.357,0,2,0.0,4,5,0.8,0,5,5,1,0,0,3,2,14,-12,1
22014,2547,0021400727,"FEB 03, 2015",MIA @ DET,L,34,14,23,0.609,3,5,0.6,3,4,0.75,0,3,3,2,1,0,2,0,34,-3,1
22014,2547,0021400716,"FEB 01, 2015",MIA @ BOS,W,35,6,19,0.316,1,4,0.25,5,7,0.714,2,5,7,2,0,1,4,1,18,8,1
22014,2547,0021400702,"JAN 30, 2015",MIA vs. DAL,L,34,5,18,0.278,1,4,0.25,1,3,0.333,2,6,8,1,0,1,3,1,12,-16,1
22014,2547,0021400677,"JAN 27, 2015",MIA vs. MIL,L,36,10,19,0.526,2,4,0.5,4,6,0.667,0,4,4,1,0,0,2,1,26,0,1
22014,2547,0021400657,"JAN 25, 2015",MIA @ CHI,W,36,9,20,0.45,0,4,0.0,2,2,1.0,1,6,7,3,1,0,1,1,20,16,1
22014,2547,0021400644,"JAN 23, 2015",MIA vs. IND,W,33,8,16,0.5,0,4,0.0,3,3,1.0,0,4,4,1,1,0,1,5,19,12,1
22014,2547,0021400625,"JAN 21, 2015",MIA @ CHA,L,34,7,20,0.35,1,6,0.167,2,2,1.0,0,7,7,2,0,1,1,2,17,0,1
22014,2547,0021400623,"JAN 20, 2015",MIA vs. OKC,L,37,5,12,0.417,1,3,0.333,5,6,0.833,1,6,7,1,1,0,4,3,16,-6,1
22014,2547,0021400598,"JAN 16, 2015",MIA @ SAC,W,39,11,20,0.55,3,3,1.0,5,6,0.833,1,6,7,3,3,1,1,1,30,13,1
22014,2547,0021400582,"JAN 14, 2015",MIA @ GSW,L,33,8,18,0.444,2,4,0.5,8,8,1.0,2,5,7,1,0,0,3,2,26,-10,1
22014,2547,0021400573,"JAN 13, 2015",MIA @ LAL,W,38,4,17,0.235,0,4,0.0,0,0,0.0,2,6,8,4,2,1,4,0,8,-1,1
22014,2547,0021400559,"JAN 11, 2015",MIA @ LAC,W,39,13,20,0.65,2,5,0.4,6,7,0.857,2,5,7,2,0,0,1,1,34,5,1
22014,2547,0021400537,"JAN 08, 2015",MIA @ POR,L,36,5,16,0.313,2,4,0.5,6,7,0.857,1,4,5,5,0,0,2,2,18,-22,1
22014,2547,0021400505,"JAN 04, 2015",MIA vs. BKN,W,39,10,16,0.625,3,4,0.75,3,6,0.5,1,4,5,2,1,0,1,4,26,7,1
22014,2547,0021400497,"JAN 03, 2015",MIA @ HOU,L,27,4,12,0.333,1,4,0.25,6,8,0.75,2,2,4,2,0,0,4,2,15,-27,1
22014,2547,0021400476,"DEC 31, 2014",MIA @ IND,L,38,7,14,0.5,2,4,0.5,2,3,0.667,0,8,8,1,0,0,0,2,18,-13,1
