SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22017,1628449,0021701019,"MAR 14, 2018",GSW vs. LAL,W,1,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-2,1
22018,1628449,0021801214,"APR 09, 2019",TOR @ MIN,W,25,7,10,0.7,1,3,0.333,0,0,0.0,1,12,13,2,0,2,2,2,15,16,1
22018,1628449,0021801156,"APR 01, 2019",TOR vs. ORL,W,4,1,2,0.5,0,1,0.0,0,0,0.0,1,0,1,0,0,0,1,2,2,-7,1
22018,1628449,0021801142,"MAR 30, 2019",TOR @ CHI,W,4,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,1,0,0,0,3,1
22018,1628449,0021801125,"MAR 28, 2019",TOR @ NYK,W,5,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,0,0,0,1,3,3,-3,1
22018,1628449,0021801053,"MAR 18, 2019",TOR vs. NYK,W,6,1,2,0.5,0,1,0.0,0,0,0.0,0,2,2,0,1,0,0,1,2,6,1
22018,1628449,0021801023,"MAR 14, 2019",TOR vs. LAL,W,8,1,3,0.333,0,1,0.0,0,0,0.0,1,2,3,0,1,1,0,1,2,-6,1
22018,1628449,0021801001,"MAR 11, 2019",TOR @ CLE,L,4,0,1,0.0,0,0,0.0,2,2,1.0,0,2,2,0,1,0,1,2,2,-6,1
22018,1628449,0021800993,"MAR 10, 2019",TOR @ MIA,W,4,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,2,0,-1,1
22018,1628449,0021800983,"MAR 08, 2019",TOR @ NOP,W,4,0,2,0.0,0,1,0.0,0,0,0.0,1,1,2,0,0,2,0,0,0,6,1
22018,1628449,0021800909,"FEB 26, 2019",TOR vs. BOS,W,5,1,3,0.333,0,1,0.0,0,0,0.0,1,1,2,0,0,2,0,1,2,0,1
22018,1628449,0021800894,"FEB 24, 2019",TOR vs. ORL,L,3,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,5,1
22018,1628449,0021800857,"FEB 13, 2019",TOR vs. WAS,W,3,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,1,3,-8,1
22018,1628449,0021800789,"FEB 03, 2019",TOR vs. LAC,W,6,4,6,0.667,0,1,0.0,0,0,0.0,2,2,4,0,1,0,0,2,8,-3,1
22018,1628449,0021800702,"JAN 22, 2019",TOR vs. SAC,W,12,2,4,0.5,0,2,0.0,4,4,1.0,1,2,3,0,0,0,0,0,8,2,1
22018,1628449,0021800684,"JAN 19, 2019",TOR vs. MEM,W,9,1,4,0.25,1,2,0.5,0,0,0.0,0,3,3,0,0,2,0,1,3,-6,1
22018,1628449,0021800668,"JAN 17, 2019",TOR vs. PHX,W,5,1,3,0.333,0,1,0.0,1,1,1.0,0,0,0,0,0,1,0,3,3,5,1
