SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22014,203084,0021401229,"APR 15, 2015",GSW vs. DEN,W,17,5,8,0.625,2,2,1.0,0,0,0.0,2,3,5,1,0,0,0,2,12,4,1
22014,203084,0021401212,"APR 13, 2015",GSW vs. MEM,W,23,1,6,0.167,0,1,0.0,0,0,0.0,0,2,2,2,2,2,0,1,2,24,1
22014,203084,0021401192,"APR 11, 2015",GSW vs. MIN,W,29,5,12,0.417,1,4,0.25,2,3,0.667,5,7,12,2,0,2,1,1,13,28,1
22014,203084,0021401174,"APR 09, 2015",GSW vs. POR,W,29,5,6,0.833,0,1,0.0,2,2,1.0,1,6,7,4,1,0,2,1,12,8,1
22014,203084,0021401156,"APR 07, 2015",GSW @ NOP,L,23,3,7,0.429,0,0,0.0,1,2,0.5,0,1,1,1,1,1,0,2,7,-12,1
22014,203084,0021401150,"APR 05, 2015",GSW @ SAS,L,28,2,7,0.286,0,3,0.0,0,0,0.0,0,2,2,0,0,1,0,3,4,-7,1
22014,203084,0021401142,"APR 04, 2015",GSW @ DAL,W,28,5,11,0.455,0,3,0.0,3,4,0.75,3,7,10,3,4,0,2,5,13,6,1
22014,203084,0021401126,"APR 02, 2015",GSW vs. PHX,W,24,2,8,0.25,0,3,0.0,0,0,0.0,1,2,3,3,0,0,0,2,4,1,1
22014,203084,0021401111,"MAR 31, 2015",GSW @ LAC,W,25,0,7,0.0,0,3,0.0,1,2,0.5,0,7,7,2,0,0,0,2,1,14,1
22014,203084,0021401089,"MAR 28, 2015",GSW @ MIL,W,26,4,8,0.5,2,3,0.667,3,5,0.6,0,6,6,0,1,0,2,4,13,-3,1
22014,203084,0021401082,"MAR 27, 2015",GSW @ MEM,W,24,1,2,0.5,1,1,1.0,0,0,0.0,1,4,5,2,2,0,0,2,3,9,1
22014,203084,0021401059,"MAR 24, 2015",GSW @ POR,W,36,5,6,0.833,1,1,1.0,2,2,1.0,0,3,3,0,0,0,1,1,13,10,1
22014,203084,0021401053,"MAR 23, 2015",GSW vs. WAS,W,22,2,7,0.286,1,3,0.333,2,2,1.0,2,5,7,2,3,0,0,2,7,25,1
22014,203084,0021401036,"MAR 21, 2015",GSW vs. UTA,W,28,5,10,0.5,2,4,0.5,0,0,0.0,0,4,4,1,0,0,1,1,12,8,1
22014,203084,0021401030,"MAR 20, 2015",GSW vs. NOP,W,20,9,13,0.692,1,1,1.0,3,3,1.0,0,1,1,0,1,0,0,2,22,0,1
22014,203084,0021401014,"MAR 18, 2015",GSW vs. ATL,W,28,11,13,0.846,2,3,0.667,1,2,0.5,1,3,4,1,1,0,1,4,25,2,1
22014,203084,0021400999,"MAR 16, 2015",GSW vs. LAL,W,23,3,8,0.375,1,4,0.25,4,4,1.0,1,1,2,2,1,1,0,1,11,-12,1
22014,203084,0021400981,"MAR 14, 2015",GSW vs. NYK,W,20,3,5,0.6,1,1,1.0,1,2,0.5,1,3,4,0,0,0,2,0,8,15,1
22014,203084,0021400973,"MAR 13, 2015",GSW @ DEN,L,24,1,7,0.143,0,3,0.0,2,2,1.0,1,5,6,2,1,0,2,2,4,-10,1
22014,203084,0021400960,"MAR 11, 2015",GSW vs. DET,W,23,2,3,0.667,1,2,0.5,0,0,0.0,1,4,5,1,0,0,2,0,5,5,1
22014,203084,0021400944,"MAR 09, 2015",GSW @ PHX,W,32,3,8,0.375,0,2,0.0,3,3,1.0,2,2,4,1,0,0,1,2,9,3,1
22014,203084,0021400932,"MAR 08, 2015",GSW vs. LAC,W,34,3,12,0.25,1,4,0.25,3,4,0.75,0,8,8,0,3,0,1,1,10,2,1
22014,203084,0021400922,"MAR 06, 2015",GSW vs. DAL,W,28,5,9,0.556,2,4,0.5,0,0,0.0,0,6,6,1,0,0,3,2,12,12,1
22014,203084,0021400907,"MAR 04, 2015",GSW vs. MIL,W,32,3,7,0.429,0,2,0.0,0,2,0.0,1,4,5,1,1,0,2,2,6,10,1
22014,203084,0021400886,"MAR 02, 2015",GSW @ BKN,L,26,2,7,0.286,1,2,0.5,1,2,0.5,3,3,6,0,3,0,0,1,6,-6,1
22014,203084,0021400880,"MAR 01, 2015",GSW @ BOS,W,30,6,14,0.429,3,7,0.429,2,2,1.0,4,4,8,0,0,0,1,3,17,-2,1
22014,203084,0021400861,"FEB 27, 2015",GSW @ TOR,W,30,2,5,0.4,1,3,0.333,1,2,0.5,2,5,7,3,1,0,0,1,6,45,1
22014,203084,0021400854,"FEB 26, 2015",GSW @ CLE,L,28,4,10,0.4,3,5,0.6,0,2,0.0,3,4,7,3,1,0,2,4,11,-7,1
22014,203084,0021400838,"FEB 24, 2015",GSW @ WAS,W,31,5,12,0.417,1,3,0.333,0,0,0.0,0,2,2,2,0,0,1,2,11,-8,1
22014,203084,0021400824,"FEB 22, 2015",GSW @ IND,L,29,3,11,0.273,0,1,0.0,0,0,0.0,3,3,6,1,1,0,0,3,6,-13,1
22014,203084,0021400814,"FEB 20, 2015",GSW vs. SAS,W,28,7,11,0.636,2,4,0.5,0,0,0.0,2,3,5,0,1,0,0,1,16,18,1
22014,203084,0021400793,"FEB 11, 2015",GSW @ MIN,W,23,3,7,0.429,2,3,0.667,0,0,0.0,2,5,7,1,0,0,2,2,8,3,1
22014,203084,0021400775,"FEB 09, 2015",GSW @ PHI,W,22,4,10,0.4,1,4,0.25,0,0,0.0,1,2,3,0,0,1,1,0,9,-2,1
22014,203084,0021400760,"FEB 07, 2015",GSW @ NYK,W,26,4,5,0.8,1,1,1.0,3,4,0.75,0,1,1,4,2,0,1,2,12,12,1
22014,203084,0021400749,"FEB 06, 2015",GSW @ ATL,L,30,6,12,0.5,0,3,0.0,0,0,0.0,1,2,3,2,1,0,1,5,12,-6,1
22014,203084,0021400741,"FEB 04, 2015",GSW vs. DAL,W,30,4,5,0.8,1,1,1.0,3,4,0.75,1,5,6,3,0,0,2,1,12,3,1
22014,203084,0021400730,"FEB 03, 2015",GSW @ SAC,W,24,4,8,0.5,1,2,0.5,0,0,0.0,1,5,6,0,0,0,1,2,9,-3,1
22014,203084,0021400715,"JAN 31, 2015",GSW vs. PHX,W,36,5,7,0.714,2,2,1.0,1,2,0.5,1,7,8,3,1,2,1,1,13,13,1
22014,203084,0021400703,"JAN 30, 2015",GSW @ UTA,L,20,2,6,0.333,0,2,0.0,0,0,0.0,0,1,1,0,1,0,1,2,4,-14,1
22014,203084,0021400679,"JAN 27, 2015",GSW vs. CHI,L,40,5,9,0.556,2,4,0.5,0,2,0.0,1,4,5,2,1,0,1,1,12,-1,1
22014,203084,0021400665,"JAN 25, 2015",GSW vs. BOS,W,25,4,6,0.667,1,2,0.5,0,0,0.0,2,2,4,1,0,0,1,0,9,1,1
22014,203084,0021400651,"JAN 23, 2015",GSW vs. SAC,W,23,2,7,0.286,0,4,0.0,1,2,0.5,2,3,5,1,1,0,1,1,5,10,1
22014,203084,0021400636,"JAN 21, 2015",GSW vs. HOU,W,28,4,8,0.5,2,4,0.5,1,1,1.0,2,3,5,1,0,0,1,5,11,3,1
22014,203084,0021400615,"JAN 19, 2015",GSW vs. DEN,W,20,2,7,0.286,0,2,0.0,0,0,0.0,1,4,5,3,2,0,0,1,4,18,1
22014,203084,0021400603,"JAN 17, 2015",GSW @ HOU,W,24,4,7,0.571,2,4,0.5,0,0,0.0,3,3,6,0,1,0,1,3,10,11,1
22014,203084,0021400593,"JAN 16, 2015",GSW @ OKC,L,40,6,13,0.462,4,7,0.571,2,2,1.0,3,3,6,2,1,0,0,0,18,-5,1
22014,203084,0021400582,"JAN 14, 2015",GSW vs. MIA,W,21,1,6,0.167,0,2,0.0,0,0,0.0,3,2,5,2,0,1,1,1,2,8,1
22014,203084,0021400571,"JAN 13, 2015",GSW @ UTA,W,23,5,8,0.625,2,4,0.5,0,0,0.0,0,2,2,1,0,0,0,0,12,15,1
22014,203084,0021400547,"JAN 09, 2015",GSW vs. CLE,W,23,5,7,0.714,1,1,1.0,0,0,0.0,1,1,2,2,0,0,0,1,11,7,1
22014,203084,0021400533,"JAN 07, 2015",GSW vs. IND,W,24,2,4,0.5,0,0,0.0,0,0,0.0,1,3,4,1,0,0,0,1,4,13,1
22014,203084,0021400518,"JAN 05, 2015",GSW vs. OKC,W,36,8,14,0.571,5,5,1.0,2,4,0.5,2,5,7,0,0,0,0,3,23,23,1
22014,203084,0021400493,"JAN 02, 2015",GSW vs. TOR,W,24,0,3,0.0,0,1,0.0,2,2,1.0,1,4,5,2,0,0,0,1,2,26,1
22014,203084,0021400474,"DEC 30, 2014",GSW vs. PHI,W,28,3,6,0.5,1,3,0.333,1,2,0.5,1,6,7,3,1,0,0,0,8,20,1
22014,203084,0021400452,"DEC 27, 2014",GSW vs. MIN,W,30,4,10,0.4,2,2,1.0,0,0,0.0,0,4,4,1,2,0,0,2,10,2,1
22014,203084,0021400431,"DEC 25, 2014",GSW @ LAC,L,38,5,13,0.385,0,4,0.0,2,5,0.4,1,12,13,3,2,0,1,4,12,-3,1
22014,203084,0021400426,"DEC 23, 2014",GSW @ LAL,L,28,2,6,0.333,1,1,1.0,0,0,0.0,3,1,4,0,0,1,0,2,5,-13,1
22014,203084,0021400415,"DEC 22, 2014",GSW vs. SAC,W,27,3,8,0.375,1,4,0.25,1,2,0.5,4,4,8,1,1,0,3,2,8,8,1
22014,203084,0021400382,"DEC 18, 2014",GSW vs. OKC,W,34,5,11,0.455,2,4,0.5,0,0,0.0,2,5,7,1,2,0,0,3,12,0,1
22014,203084,0021400365,"DEC 16, 2014",GSW @ MEM,L,31,4,7,0.571,1,3,0.333,2,2,1.0,2,6,8,0,0,1,2,1,11,-11,1
22014,203084,0021400348,"DEC 14, 2014",GSW @ NOP,W,29,1,3,0.333,0,2,0.0,0,0,0.0,0,4,4,2,0,0,0,2,2,7,1
