SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22014,203500,0021401222,"APR 15, 2015",OKC @ MIN,W,21,3,3,1.0,0,0,0.0,1,2,0.5,3,1,4,0,1,0,0,2,7,18,1
22014,203500,0021401209,"APR 13, 2015",OKC vs. POR,W,35,2,5,0.4,0,1,0.0,4,10,0.4,6,4,10,0,2,4,0,3,8,4,1
22014,203500,0021401197,"APR 12, 2015",OKC @ IND,L,25,2,6,0.333,0,0,0.0,0,6,0.0,7,3,10,0,0,1,1,2,4,-13,1
22014,203500,0021401183,"APR 10, 2015",OKC vs. SAC,W,31,2,6,0.333,0,0,0.0,2,4,0.5,5,6,11,0,0,4,0,1,6,5,1
22014,203500,0021401157,"APR 07, 2015",OKC vs. SAS,L,26,2,6,0.333,0,0,0.0,1,2,0.5,2,2,4,0,0,2,1,1,5,-36,1
22014,203500,0021401147,"APR 05, 2015",OKC vs. HOU,L,14,2,4,0.5,0,0,0.0,2,4,0.5,1,3,4,1,0,0,2,6,6,-7,1
22014,203500,0021401132,"APR 03, 2015",OKC @ MEM,L,36,4,5,0.8,0,0,0.0,1,3,0.333,1,5,6,0,0,0,0,4,9,-2,1
22014,203500,0021401120,"APR 01, 2015",OKC vs. DAL,L,24,3,5,0.6,0,0,0.0,1,4,0.25,1,1,2,2,2,0,1,4,7,2,1
22014,203500,0021401100,"MAR 29, 2015",OKC @ PHX,W,42,6,9,0.667,0,0,0.0,1,4,0.25,5,11,16,0,1,1,2,4,13,9,1
22014,203500,0021401090,"MAR 28, 2015",OKC @ UTA,L,23,2,6,0.333,0,0,0.0,1,5,0.2,5,9,14,2,1,1,1,4,5,2,1
22014,203500,0021401071,"MAR 25, 2015",OKC @ SAS,L,22,2,5,0.4,0,0,0.0,0,0,0.0,1,3,4,0,1,0,1,1,4,-24,1
22014,203500,0021401056,"MAR 24, 2015",OKC vs. LAL,W,30,5,6,0.833,0,0,0.0,6,6,1.0,3,7,10,3,2,0,1,5,16,19,1
22014,203500,0021401038,"MAR 22, 2015",OKC vs. MIA,W,31,5,10,0.5,0,0,0.0,0,1,0.0,4,6,10,0,0,1,1,4,10,8,1
22014,203500,0021401026,"MAR 20, 2015",OKC vs. ATL,W,35,5,9,0.556,0,0,0.0,2,3,0.667,4,12,16,2,2,2,1,5,12,8,1
22014,203500,0021401011,"MAR 18, 2015",OKC vs. BOS,W,38,5,9,0.556,0,0,0.0,4,7,0.571,6,7,13,1,2,0,2,5,14,-6,1
22014,203500,0021400996,"MAR 16, 2015",OKC @ DAL,L,30,5,8,0.625,0,0,0.0,5,6,0.833,5,3,8,0,0,0,3,6,15,-1,1
22014,203500,0021400982,"MAR 15, 2015",OKC vs. CHI,W,33,6,13,0.462,0,0,0.0,2,6,0.333,6,5,11,1,1,2,1,6,14,2,1
