SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22021,1630535,0022101230,"APR 10, 2022",POR vs. UTA,L,25,1,8,0.125,1,5,0.2,0,0,0.0,0,2,2,1,0,2,3,2,3,-23,1
22021,1630535,0022101209,"APR 08, 2022",POR @ DAL,L,12,1,2,0.5,1,2,0.5,0,0,0.0,0,4,4,0,0,0,1,1,3,-16,1
22021,1630535,0022101200,"APR 07, 2022",POR @ NOP,L,30,2,5,0.4,0,3,0.0,0,0,0.0,0,7,7,5,1,1,3,3,4,-17,1
22021,1630535,0022101185,"APR 05, 2022",POR @ OKC,L,24,6,9,0.667,1,1,1.0,4,4,1.0,2,1,3,1,1,1,1,3,17,10,1
22021,1630535,0022101175,"APR 03, 2022",POR @ SAS,L,24,4,8,0.5,4,5,0.8,2,2,1.0,0,2,2,1,1,0,1,5,14,-8,1
22021,1630535,0022101158,"APR 01, 2022",POR @ SAS,L,29,4,8,0.5,2,3,0.667,3,4,0.75,1,8,9,1,2,0,3,4,13,-8,1
22021,1630535,0022101146,"MAR 30, 2022",POR vs. NOP,L,27,3,5,0.6,3,5,0.6,0,0,0.0,0,3,3,3,0,1,2,2,9,-12,1
22021,1630535,0022101114,"MAR 26, 2022",POR vs. HOU,L,6,2,3,0.667,0,1,0.0,0,0,0.0,1,0,1,0,1,0,0,0,4,1,1
22021,1630535,0022101105,"MAR 25, 2022",POR vs. HOU,L,21,4,8,0.5,0,2,0.0,0,0,0.0,3,2,5,3,1,0,2,3,8,8,1
22021,1630535,0022101094,"MAR 23, 2022",POR vs. SAS,L,27,2,8,0.25,0,1,0.0,3,4,0.75,5,9,14,2,0,2,1,3,7,-15,1
22021,1630535,0022101073,"MAR 21, 2022",POR @ DET,W,12,2,2,1.0,0,0,0.0,4,6,0.667,1,1,2,0,1,0,0,5,8,-8,1
22021,1630535,0022101062,"MAR 20, 2022",POR @ IND,L,27,2,6,0.333,0,1,0.0,0,0,0.0,2,0,2,2,1,1,2,4,4,-10,1
22021,1630535,0022101037,"MAR 16, 2022",POR @ NYK,L,12,1,3,0.333,0,1,0.0,0,2,0.0,1,1,2,0,0,0,0,2,2,-15,1
22021,1630535,0022101021,"MAR 14, 2022",POR @ ATL,L,13,1,1,1.0,0,0,0.0,0,0,0.0,0,3,3,2,0,2,2,2,2,-16,1
22021,1630535,0022101011,"MAR 12, 2022",POR vs. WAS,W,17,3,6,0.5,1,2,0.5,2,2,1.0,1,2,3,0,1,1,1,5,9,0,1
22021,1630535,0022100990,"MAR 09, 2022",POR @ UTA,L,25,1,5,0.2,1,1,1.0,1,2,0.5,1,2,3,3,0,0,1,4,4,-4,1
22021,1630535,0022100971,"MAR 07, 2022",POR @ MIN,L,22,0,7,0.0,0,2,0.0,1,2,0.5,0,2,2,1,1,1,0,5,1,-15,1
22021,1630535,0022100939,"MAR 02, 2022",POR @ PHX,L,19,1,3,0.333,0,0,0.0,1,1,1.0,0,6,6,1,2,0,1,4,3,1,1
22021,1630535,0022100918,"FEB 27, 2022",POR vs. DEN,L,21,3,6,0.5,0,2,0.0,3,4,0.75,1,4,5,1,3,0,0,1,9,-12,1
22021,1630535,0022100894,"FEB 24, 2022",POR vs. GSW,L,25,3,6,0.5,1,3,0.333,1,2,0.5,0,1,1,1,1,2,2,2,8,-27,1
22021,1630535,0022100879,"FEB 16, 2022",POR @ MEM,W,16,1,4,0.25,0,0,0.0,2,2,1.0,1,2,3,0,2,1,1,6,4,8,1
22021,1630535,0022100862,"FEB 14, 2022",POR @ MIL,W,14,1,3,0.333,0,0,0.0,0,0,0.0,1,4,5,0,0,2,0,1,2,-13,1
22021,1630535,0022100845,"FEB 12, 2022",POR vs. NYK,W,16,1,4,0.25,0,2,0.0,0,0,0.0,1,3,4,1,1,0,0,2,2,0,1
22021,1630535,0022100829,"FEB 09, 2022",POR vs. LAL,W,16,3,5,0.6,1,1,1.0,4,4,1.0,0,2,2,0,0,1,1,1,11,-2,1
22021,1630535,0022100823,"FEB 08, 2022",POR vs. ORL,L,19,4,13,0.308,2,7,0.286,5,6,0.833,3,5,8,1,1,0,0,1,15,-7,1
22021,1630535,0022100800,"FEB 05, 2022",POR vs. MIL,L,17,4,7,0.571,1,2,0.5,1,3,0.333,2,2,4,0,1,1,1,3,10,0,1
22021,1630535,0022100795,"FEB 04, 2022",POR vs. OKC,L,16,3,6,0.5,0,2,0.0,1,2,0.5,1,1,2,0,2,1,0,1,7,-1,1
22021,1630535,0022100765,"JAN 31, 2022",POR @ OKC,L,9,1,3,0.333,0,1,0.0,0,0,0.0,2,3,5,0,0,0,0,2,2,4,1
22021,1630535,0022100753,"JAN 30, 2022",POR @ CHI,L,4,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,4,1
