SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22014,201147,0021401219,"APR 15, 2015",HOU vs. UTA,W,23,6,15,0.4,0,3,0.0,2,2,1.0,0,3,3,3,3,1,1,0,14,18,1
22014,201147,0021401202,"APR 13, 2015",HOU @ CHA,W,24,5,9,0.556,1,1,1.0,0,0,0.0,0,3,3,1,0,0,2,3,11,2,1
22014,201147,0021401199,"APR 12, 2015",HOU vs. NOP,W,29,6,11,0.545,0,2,0.0,8,11,0.727,1,4,5,1,1,0,0,1,20,13,1
22014,201147,0021401181,"APR 10, 2015",HOU vs. SAS,L,23,3,6,0.5,0,1,0.0,5,6,0.833,2,2,4,1,0,0,2,1,11,-3,1
22014,201147,0021401168,"APR 08, 2015",HOU @ SAS,L,23,1,6,0.167,0,1,0.0,0,0,0.0,0,4,4,2,1,1,2,1,2,-22,1
22014,201147,0021401147,"APR 05, 2015",HOU @ OKC,W,30,2,6,0.333,0,1,0.0,1,2,0.5,0,0,0,3,0,0,1,3,5,-1,1
22014,201147,0021401125,"APR 02, 2015",HOU @ DAL,W,24,4,8,0.5,0,1,0.0,6,7,0.857,1,2,3,1,0,0,2,2,14,13,1
22014,201147,0021401117,"APR 01, 2015",HOU vs. SAC,W,21,1,10,0.1,0,2,0.0,0,0,0.0,0,2,2,1,1,0,1,1,2,-8,1
22014,201147,0021401104,"MAR 30, 2015",HOU @ TOR,L,32,6,16,0.375,0,3,0.0,1,4,0.25,1,4,5,1,1,0,1,2,13,1,1
22014,201147,0021401097,"MAR 29, 2015",HOU @ WAS,W,22,7,14,0.5,1,2,0.5,0,0,0.0,4,1,5,2,1,2,3,3,15,14,1
22014,201147,0021401081,"MAR 27, 2015",HOU vs. MIN,W,29,5,13,0.385,1,5,0.2,0,1,0.0,3,7,10,2,1,0,2,3,11,8,1
22014,201147,0021401068,"MAR 25, 2015",HOU @ NOP,W,27,1,7,0.143,0,3,0.0,0,0,0.0,0,2,2,2,1,0,2,2,2,6,1
22014,201147,0021401048,"MAR 23, 2015",HOU @ IND,W,25,2,6,0.333,1,2,0.5,6,6,1.0,0,2,2,1,0,0,1,0,11,6,1
22014,201147,0021401034,"MAR 21, 2015",HOU vs. PHX,L,30,5,11,0.455,0,1,0.0,4,4,1.0,1,6,7,1,2,0,1,0,14,-13,1
22014,201147,0021401017,"MAR 19, 2015",HOU vs. DEN,W,28,3,9,0.333,0,1,0.0,0,0,0.0,1,9,10,4,1,1,1,3,6,6,1
22014,201147,0021401002,"MAR 17, 2015",HOU vs. ORL,W,28,5,10,0.5,1,2,0.5,2,2,1.0,4,8,12,3,1,0,2,2,13,11,1
22014,201147,0021400983,"MAR 15, 2015",HOU @ LAC,W,17,3,10,0.3,0,4,0.0,1,2,0.5,0,3,3,0,1,2,1,2,7,-3,1
22014,201147,0021400965,"MAR 12, 2015",HOU @ UTA,L,32,10,15,0.667,1,4,0.25,4,5,0.8,0,5,5,0,1,0,3,2,25,-3,1
