SHOT_MADE_FLAG,SHOT_ATTEMPTED_FLAG,SEASON,X_ID
24,57,2016,203923
152,328,2016,203924
154,362,2016,203925
222,497,2016,203926
305,735,2016,203930
393,865,2016,203932
403,814,2016,203933
3,15,2016,203934
269,749,2016,203935
93,208,2016,203937
194,377,2016,203939
23,54,2016,203940
129,269,2016,203943
377,773,2016,203944
15,30,2016,203948
62,117,2016,203949
1,1,2016,203950
709,1570,2016,203952
399,813,2016,203953
200,429,2016,203954
155,363,2016,203957
6,11,2016,203962
380,926,2016,203967
362,563,2016,203991
271,534,2016,203994
6,16,2016,203998
494,854,2016,203999
443,985,2016,204001
4,5,2016,204002
31,88,2016,204014
356,822,2016,204020
163,404,2016,204025
150,294,2016,204028
206,544,2016,204038
204,451,2016,204060
6,19,2016,204067
235,510,2016,204456
242,471,2016,1626143
208,551,2016,1626144
75,181,2016,1626145
186,439,2016,1626147
18,50,2016,1626148
225,344,2016,1626149
117,360,2016,1626150
0,4,2016,1626151
49,116,2016,1626153
0,1,2016,1626154
203,429,2016,1626155
351,865,2016,1626156
802,1479,2016,1626157
230,412,2016,1626158
80,224,2016,1626159
255,481,2016,1626161
186,441,2016,1626162
320,802,2016,1626163
606,1431,2016,1626164
64,193,2016,1626166
444,869,2016,1626167
159,438,2016,1626168
128,364,2016,1626169
128,301,2016,1626170
183,375,2016,1626171
56,107,2016,1626172
57,156,2016,1626173
12,23,2016,1626174
15,34,2016,1626175
19,43,2016,1626176
235,542,2016,1626178
150,409,2016,1626179
227,505,2016,1626181
40,98,2016,1626184
58,151,2016,1626185
33,66,2016,1626188
16,32,2016,1626191
37,72,2016,1626192
246,465,2016,1626195
202,513,2016,1626196
47,126,2016,1626199
26,72,2016,1626202
19,40,2016,1626203
190,360,2016,1626204
117,330,2016,1626209
138,267,2016,1626210
128,221,2016,1626245
72,132,2016,1626246
5,9,2016,1626253
39,86,2016,1626254
88,137,2016,1626257
25,68,2016,1626273
35,95,2016,1626780
145,388,2016,1627098
25,60,2016,1627362
57,160,2016,1627733
192,481,2016,1627734
36,115,2016,1627735
33,73,2016,1627736
284,632,2016,1627737
24,47,2016,1627738
118,313,2016,1627739
23,64,2016,1627740
326,766,2016,1627741
275,681,2016,1627742
3,4,2016,1627743
2,7,2016,1627744
8,16,2016,1627745
117,218,2016,1627746
171,380,2016,1627747
81,179,2016,1627748
50,116,2016,1627749
295,728,2016,1627750
67,115,2016,1627751
114,285,2016,1627752
3,13,2016,1627754
184,437,2016,1627755
102,288,2016,1627756
10,31,2016,1627757
81,216,2016,1627758
192,422,2016,1627759
47,98,2016,1627761
9,16,2016,1627762
288,632,2016,1627763
36,76,2016,1627767
62,158,2016,1627770
1,10,2016,1627771
17,42,2016,1627773
26,89,2016,1627774
106,245,2016,1627775
9,36,2016,1627777
5,7,2016,1627778
8,22,2016,1627780
28,68,2016,1627781
25,58,2016,1627782
103,204,2016,1627783
16,38,2016,1627784
204,507,2016,1627785
73,167,2016,1627786
4,14,2016,1627787
145,359,2016,1627789
0,3,2016,1627791
160,394,2016,1627812
30,74,2016,1627815
25,54,2016,1627816
13,29,2016,1627817
1,7,2016,1627819
101,224,2016,1627823
126,238,2016,1627826
124,333,2016,1627827
39,111,2016,1627832
56,102,2016,1627834
88,221,2016,1627835
61,109,2016,1627848
12,27,2016,1627849
16,30,2016,1627850
158,369,2016,1627851
52,141,2016,1627852
36,99,2016,1627854
33,87,2016,1627855
1,4,2016,1627861
0,7,2016,1627868
2,7,2016,1627875
20,47,2016,1627879
68,121,2016,1627884
47,80,2016,1628021
3122,6913,2016,1610612737
3166,6974,2016,1610612738
3273,6956,2016,1610612739
3208,7125,2016,1610612740
3169,7138,2016,1610612741
2967,6749,2016,1610612742
3377,7190,2016,1610612743
3531,7139,2016,1610612744
3302,7145,2016,1610612745
3233,6789,2016,1610612746
3216,7140,2016,1610612747
3200,7030,2016,1610612748
3175,6701,2016,1610612749
3235,6921,2016,1610612750
3101,6985,2016,1610612751
3243,7254,2016,1610612752
3138,7130,2016,1610612753
3211,6918,2016,1610612754
3082,6977,2016,1610612755
3270,7258,2016,1610612756
3241,7057,2016,1610612757
3100,6727,2016,1610612758
3222,6862,2016,1610612759
3236,7168,2016,1610612760
3211,6914,2016,1610612761
3033,6514,2016,1610612762
2982,6850,2016,1610612763
3385,7129,2016,1610612764
3268,7278,2016,1610612765
3093,6998,2016,1610612766
114,283,2017,1713
346,758,2017,1717
59,154,2017,1891
201,463,2017,1938
308,742,2017,2037
121,187,2017,2199
287,627,2017,2200
146,360,2017,2207
12,27,2017,2210
361,763,2017,2216
178,388,2017,2225
136,239,2017,2403
857,1580,2017,2544
472,1168,2017,2546
299,682,2017,2548
13,19,2017,2555
216,378,2017,2561
1,2,2017,2570
149,264,2017,2585
222,484,2017,2594
3,15,2017,2617
506,911,2017,2730
48,95,2017,2731
172,343,2017,2733
187,454,2017,2734
1,2,2017,2736
148,320,2017,2738
111,208,2017,2744
1,4,2017,2746
240,595,2017,2747
95,244,2017,2749
44,91,2017,2754
268,651,2017,2772
13,39,2017,2863
17,25,2017,101106
258,563,2017,101107
367,798,2017,101108
224,552,2017,101109
104,212,2017,101112
168,413,2017,101123
189,443,2017,101127
138,248,2017,101133
227,599,2017,101139
277,613,2017,101141
582,1337,2017,101150
140,260,2017,101161
290,560,2017,101162
93,185,2017,101181
687,1347,2017,200746
253,537,2017,200752
404,879,2017,200755
118,240,2017,200757
231,494,2017,200765
403,944,2017,200768
172,441,2017,200782
202,435,2017,200794
303,690,2017,200826
630,1222,2017,201142
368,753,2017,201143
64,168,2017,201144
295,618,2017,201145
142,316,2017,201147
59,102,2017,201148
5,10,2017,201149
421,864,2017,201152
201,488,2017,201156
337,764,2017,201158
45,115,2017,201160
48,122,2017,201162
281,631,2017,201163
28,69,2017,201166
65,162,2017,201167
0,1,2017,201177
434,1033,2017,201188
42,117,2017,201196
219,472,2017,201229
8,17,2017,201281
409,807,2017,201563
81,186,2017,201565
757,1687,2017,201566
334,729,2017,201567
102,256,2017,201568
415,970,2017,201569
244,540,2017,201571
369,793,2017,201572
109,262,2017,201573
342,645,2017,201577
138,349,2017,201578
136,219,2017,201580
207,480,2017,201583
343,755,2017,201584
222,389,2017,201585
379,784,2017,201586
270,650,2017,201587
236,513,2017,201588
22,47,2017,201589
168,443,2017,201596
373,578,2017,201599
9,22,2017,201600
166,345,2017,201601
484,1075,2017,201609
19,58,2017,201628
436,996,2017,201933
651,1449,2017,201935
366,809,2017,201936
346,827,2017,201937
428,864,2017,201939
645,1413,2017,201942
27,72,2017,201943
309,614,2017,201949
615,1244,2017,201950
354,794,2017,201952
316,638,2017,201954
120,207,2017,201956
425,737,2017,201959
325,785,2017,201960
285,700,2017,201961
164,364,2017,201967
159,341,2017,201973
157,393,2017,201975
48,119,2017,201976
217,561,2017,201980
280,682,2017,201988
199,476,2017,202066
283,697,2017,202083
280,667,2017,202322
258,577,2017,202323
395,702,2017,202324
150,368,2017,202325
406,864,2017,202326
60,120,2017,202327
218,386,2017,202328
230,582,2017,202329
1,2,2017,202330
576,1340,2017,202331
5,15,2017,202332
170,292,2017,202334
106,266,2017,202335
91,215,2017,202337
468,989,2017,202339
259,625,2017,202340
177,343,2017,202344
14,49,2017,202347
12,27,2017,202348
312,578,2017,202355
171,371,2017,202357
303,709,2017,202362
1,1,2017,202379
52,93,2017,202389
5,12,2017,202391
389,801,2017,202397
102,267,2017,202498
534,1087,2017,202681
1,4,2017,202682
422,713,2017,202683
132,235,2017,202684
390,687,2017,202685
183,352,2017,202687
588,1363,2017,202689
575,1177,2017,202691
170,414,2017,202692
330,687,2017,202693
262,611,2017,202694
52,111,2017,202695
399,840,2017,202696
22,58,2017,202697
562,1221,2017,202699
76,148,2017,202702
306,684,2017,202703
246,577,2017,202704
51,102,2017,202705
256,604,2017,202709
437,921,2017,202710
404,852,2017,202711
7,21,2017,202713
178,414,2017,202714
108,234,2017,202718
15,36,2017,202720
161,366,2017,202722
40,106,2017,202732
423,832,2017,202734
157,421,2017,202738
82,198,2017,202779
0,3,2017,202918
6,13,2017,202933
780,1462,2017,203076
282,560,2017,203077
683,1484,2017,203078
163,410,2017,203079
621,1415,2017,203081
76,191,2017,203082
466,881,2017,203083
537,1208,2017,203084
341,805,2017,203085
46,78,2017,203086
380,832,2017,203087
287,502,2017,203089
147,297,2017,203090
187,334,2017,203092
368,802,2017,203095
105,180,2017,203101
4,16,2017,203104
201,384,2017,203107
271,671,2017,203109
281,619,2017,203110
130,365,2017,203112
593,1272,2017,203114
465,1028,2017,203115
276,524,2017,203118
216,487,2017,203121
224,384,2017,203124
25,57,2017,203141
284,676,2017,203145
81,121,2017,203186
290,782,2017,203200
223,488,2017,203210
210,446,2017,203382
55,105,2017,203457
214,378,2017,203458
337,827,2017,203459
87,162,2017,203460
157,373,2017,203463
55,127,2017,203464
667,1505,2017,203468
85,156,2017,203469
500,1146,2017,203471
250,477,2017,203473
186,388,2017,203476
52,137,2017,203477
6,16,2017,203481
316,636,2017,203482
340,798,2017,203484
14,34,2017,203485
221,368,2017,203486
76,229,2017,203487
143,312,2017,203488
1,6,2017,203489
445,885,2017,203490
267,546,2017,203493
345,836,2017,203496
276,444,2017,203497
84,188,2017,203498
84,219,2017,203499
448,712,2017,203500
360,856,2017,203501
185,425,2017,203503
193,384,2017,203504
1,5,2017,203505
640,1342,2017,203506
742,1402,2017,203507
49,80,2017,203512
182,384,2017,203516
115,291,2017,203518
55,152,2017,203521
11,41,2017,203524
69,151,2017,203526
98,190,2017,203530
222,495,2017,203546
7,24,2017,203580
232,575,2017,203584
36,73,2017,203585
354,761,2017,203613
1,2,2017,203687
15,46,2017,203705
87,197,2017,203710
0,1,2017,203816
223,531,2017,203894
136,355,2017,203897
94,224,2017,203898
2,7,2017,203900
329,667,2017,203901
430,954,2017,203903
440,908,2017,203914
324,838,2017,203915
60,154,2017,203917
322,751,2017,203918
68,126,2017,203920
36,85,2017,203922
5,14,2017,203923
244,456,2017,203924
305,621,2017,203925
237,508,2017,203926
110,294,2017,203930
375,865,2017,203932
529,1063,2017,203933
189,515,2017,203935
231,438,2017,203937
255,430,2017,203939
7,10,2017,203940
104,234,2017,203943
504,904,2017,203944
68,171,2017,203948
2,7,2017,203949
569,1300,2017,203952
160,332,2017,203953
510,1056,2017,203954
42,87,2017,203957
44,81,2017,203960
66,122,2017,203961
60,182,2017,203962
38,81,2017,203966
403,890,2017,203967
441,676,2017,203991
344,772,2017,203992
480,951,2017,203994
9,31,2017,203998
504,1010,2017,203999
390,889,2017,204001
309,711,2017,204020
13,27,2017,204022
68,172,2017,204025
75,127,2017,204028
25,72,2017,204037
126,340,2017,204038
335,718,2017,204060
2,3,2017,204065
17,59,2017,204066
0,2,2017,204067
1,6,2017,204098
9,21,2017,204179
210,421,2017,204456
77,138,2017,1626143
204,526,2017,1626144
150,328,2017,1626145
87,202,2017,1626147
1,1,2017,1626148
348,548,2017,1626149
181,429,2017,1626150
19,69,2017,1626151
201,432,2017,1626153
7,20,2017,1626154
128,259,2017,1626155
278,672,2017,1626156
639,1172,2017,1626157
135,241,2017,1626158
207,488,2017,1626159
388,773,2017,1626161
318,790,2017,1626162
307,716,2017,1626163
455,1054,2017,1626164
87,215,2017,1626166
306,639,2017,1626167
270,550,2017,1626168
210,560,2017,1626169
209,503,2017,1626170
382,811,2017,1626171
112,193,2017,1626172
23,56,2017,1626173
39,82,2017,1626175
22,39,2017,1626177
342,724,2017,1626178
316,800,2017,1626179
150,374,2017,1626181
221,496,2017,1626185
122,252,2017,1626188
18,42,2017,1626191
165,390,2017,1626192
91,164,2017,1626195
399,885,2017,1626196
5,19,2017,1626199
80,186,2017,1626202
96,221,2017,1626203
240,413,2017,1626204
3,5,2017,1626205
273,617,2017,1626209
7,18,2017,1626210
120,284,2017,1626220
90,186,2017,1626224
0,1,2017,1626242
127,215,2017,1626245
79,148,2017,1626246
88,137,2017,1626257
13,28,2017,1626259
1,2,2017,1626643
14,23,2017,1626780
109,285,2017,1627098
7,16,2017,1627215
19,43,2017,1627362
544,998,2017,1627732
187,484,2017,1627733
340,661,2017,1627734
14,21,2017,1627735
73,178,2017,1627736
202,477,2017,1627737
161,265,2017,1627738
286,666,2017,1627739
53,146,2017,1627740
416,933,2017,1627741
358,761,2017,1627742
7,18,2017,1627743
20,42,2017,1627744
11,22,2017,1627745
205,458,2017,1627746
320,735,2017,1627747
130,316,2017,1627748
270,609,2017,1627749
479,1062,2017,1627750
253,384,2017,1627751
415,975,2017,1627752
6,32,2017,1627753
214,551,2017,1627755
301,721,2017,1627756
20,59,2017,1627758
373,803,2017,1627759
53,128,2017,1627761
3,6,2017,1627762
244,503,2017,1627763
102,176,2017,1627767
21,70,2017,1627770
5,11,2017,1627772
14,47,2017,1627774
92,225,2017,1627775
4,11,2017,1627777
2,5,2017,1627778
4,14,2017,1627779
30,74,2017,1627780
30,90,2017,1627781
116,269,2017,1627782
253,498,2017,1627783
40,86,2017,1627785
51,109,2017,1627786
8,28,2017,1627788
100,267,2017,1627789
49,67,2017,1627790
311,730,2017,1627812
62,152,2017,1627814
11,26,2017,1627816
1,3,2017,1627817
163,390,2017,1627819
110,247,2017,1627820
6,24,2017,1627821
29,75,2017,1627823
26,61,2017,1627824
61,122,2017,1627826
46,121,2017,1627827
232,545,2017,1627832
18,42,2017,1627834
81,234,2017,1627835
50,149,2017,1627846
1,3,2017,1627850
0,2,2017,1627851
0,2,2017,1627852
17,41,2017,1627853
209,497,2017,1627854
7,16,2017,1627855
2,4,2017,1627856
38,99,2017,1627858
56,129,2017,1627863
7,12,2017,1627866
21,48,2017,1627875
26,68,2017,1627883
21,53,2017,1627884
59,124,2017,1627885
50,116,2017,1627936
11,41,2017,1627982
41,109,2017,1627988
202,423,2017,1628021
8,15,2017,1628035
45,111,2017,1628365
203,564,2017,1628366
389,932,2017,1628367
328,797,2017,1628368
397,835,2017,1628369
153,425,2017,1628370
55,145,2017,1628371
404,1024,2017,1628372
182,500,2017,1628373
374,862,2017,1628374
595,1362,2017,1628378
206,465,2017,1628379
115,289,2017,1628380
314,545,2017,1628381
185,419,2017,1628382
1,2,2017,1628383
163,346,2017,1628384
234,397,2017,1628386
4,9,2017,1628387
64,136,2017,1628388
174,340,2017,1628389
70,169,2017,1628390
9,16,2017,1628391
89,253,2017,1628393
116,185,2017,1628395
3,11,2017,1628396
86,152,2017,1628397
468,1039,2017,1628398
65,188,2017,1628400
16,33,2017,1628401
24,60,2017,1628403
176,375,2017,1628404
40,75,2017,1628405
72,192,2017,1628407
1,2,2017,1628408
28,74,2017,1628409
1,1,2017,1628410
93,218,2017,1628411
144,380,2017,1628412
100,233,2017,1628414
340,772,2017,1628415
144,382,2017,1628416
8,21,2017,1628418
4,6,2017,1628420
1,3,2017,1628421
72,161,2017,1628422
80,189,2017,1628424
82,205,2017,1628425
2,14,2017,1628429
22,76,2017,1628432
49,125,2017,1628436
33,72,2017,1628439
6,22,2017,1628443
15,26,2017,1628444
0,1,2017,1628449
1,4,2017,1628451
123,321,2017,1628455
151,360,2017,1628462
67,152,2017,1628463
126,233,2017,1628464
151,309,2017,1628467
53,143,2017,1628469
62,137,2017,1628470
2,6,2017,1628475
8,25,2017,1628476
6,18,2017,1628492
4,7,2017,1628493
13,47,2017,1628495
8,21,2017,1628499
11,33,2017,1628502
31,79,2017,1628503
12,42,2017,1628504
2,13,2017,1628506
25,73,2017,1628510
1,1,2017,1628513
13,32,2017,1628537
0,2,2017,1628571
35,107,2017,1628681
3,9,2017,1628935
3130,7015,2017,1610612737
3141,6975,2017,1610612738
3311,6950,2017,1610612739
3500,7241,2017,1610612740
3170,7285,2017,1610612741
3128,7042,2017,1610612742
3338,7102,2017,1610612743
3509,6979,2017,1610612744
3174,6906,2017,1610612745
3302,7004,2017,1610612746
3338,7248,2017,1610612747
3184,6997,2017,1610612748
3257,6807,2017,1610612749
3365,7063,2017,1610612750
3136,7114,2017,1610612751
3334,7193,2017,1610612752
3182,7042,2017,1610612753
3345,7083,2017,1610612754
3349,7098,2017,1610612755
3153,7141,2017,1610612756
3222,7132,2017,1610612757
3179,7063,2017,1610612758
3202,6999,2017,1610612759
3271,7221,2017,1610612760
3383,7169,2017,1610612761
3139,6797,2017,1610612762
3013,6788,2017,1610612763
3275,7018,2017,1610612764
3208,7129,2017,1610612765
3197,7106,2017,1610612766
196,468,2018,1713
135,376,2018,1717
174,438,2018,2037
61,99,2018,2199
42,94,2018,2200
213,463,2018,2225
60,116,2018,2403
558,1095,2018,2544
49,121,2018,2546
416,960,2018,2548
85,193,2018,2585
201,483,2018,2594
11,33,2018,2617
43,69,2018,2730
109,210,2018,2733
132,347,2018,2734
59,118,2018,2736
151,302,2018,2738
27,79,2018,2747
294,736,2018,2772
18,36,2018,101106
275,652,2018,101107
302,720,2018,101108
55,135,2018,101109
43,117,2018,101112
231,578,2018,101123
47,104,2018,101133
112,311,2018,101139
167,381,2018,101141
484,1138,2018,101150
79,157,2018,101161
99,186,2018,101162
45,120,2018,101181
684,1319,2018,200746
376,746,2018,200752
452,1027,2018,200755
71,149,2018,200757
175,432,2018,200765
304,739,2018,200768
207,523,2018,200782
322,665,2018,200794
161,385,2018,200826
721,1383,2018,201142
387,723,2018,201143
490,1120,2018,201144
326,687,2018,201145
53,123,2018,201147
110,213,2018,201149
443,841,2018,201152
3,9,2018,201156
285,690,2018,201158
21,59,2018,201160
101,239,2018,201162
114,273,2018,201163
390,870,2018,201188
99,259,2018,201229
0,6,2018,201281
75,153,2018,201563
363,753,2018,201565
630,1473,2018,201566
109,283,2018,201567
409,884,2018,201568
384,938,2018,201569
318,677,2018,201571
355,786,2018,201572
82,230,2018,201573
304,535,2018,201577
400,641,2018,201580
21,69,2018,201583
53,129,2018,201584
73,153,2018,201585
464,877,2018,201586
253,562,2018,201587
170,376,2018,201588
286,446,2018,201599
8,18,2018,201601
179,433,2018,201609
619,1341,2018,201933
843,1909,2018,201935
257,660,2018,201936
295,730,2018,201937
632,1340,2018,201939
631,1313,2018,201942
164,379,2018,201949
547,1159,2018,201950
176,416,2018,201952
308,659,2018,201954
86,161,2018,201956
304,537,2018,201959
227,575,2018,201960
184,457,2018,201961
75,158,2018,201967
163,355,2018,201973
21,39,2018,201975
194,477,2018,201976
293,630,2018,201980
282,663,2018,201988
208,493,2018,202066
279,698,2018,202083
245,552,2018,202322
204,443,2018,202323
363,619,2018,202324
45,128,2018,202325
178,371,2018,202326
50,72,2018,202327
92,189,2018,202328
257,593,2018,202329
296,635,2018,202330
707,1614,2018,202331
186,302,2018,202334
82,219,2018,202335
470,971,2018,202339
248,608,2018,202340
29,58,2018,202347
388,680,2018,202355
284,593,2018,202357
184,432,2018,202362
238,541,2018,202391
205,489,2018,202397
78,197,2018,202498
604,1241,2018,202681
375,683,2018,202683
201,380,2018,202684
301,538,2018,202685
89,156,2018,202687
99,260,2018,202688
731,1684,2018,202689
8,29,2018,202690
655,1402,2018,202691
192,474,2018,202692
204,484,2018,202693
377,844,2018,202694
560,1129,2018,202695
701,1354,2018,202696
167,446,2018,202697
611,1254,2018,202699
3,6,2018,202700
156,265,2018,202702
238,542,2018,202703
441,1047,2018,202704
76,169,2018,202705
226,548,2018,202709
418,904,2018,202710
522,1051,2018,202711
163,403,2018,202714
68,182,2018,202718
66,113,2018,202720
204,453,2018,202722
256,532,2018,202734
34,99,2018,202738
50,105,2018,202954
530,1026,2018,203076
158,332,2018,203077
764,1609,2018,203078
198,478,2018,203079
681,1533,2018,203081
440,1027,2018,203082
561,1052,2018,203083
431,1027,2018,203084
232,572,2018,203085
132,242,2018,203086
431,979,2018,203087
31,67,2018,203089
189,388,2018,203090
16,30,2018,203092
1,4,2018,203093
468,1069,2018,203095
42,105,2018,203098
32,48,2018,203101
257,530,2018,203107
318,797,2018,203109
188,422,2018,203110
4,18,2018,203112
506,1148,2018,203114
185,460,2018,203115
168,420,2018,203118
189,484,2018,203121
69,136,2018,203124
278,691,2018,203145
4,6,2018,203159
300,777,2018,203200
230,476,2018,203210
12,34,2018,203263
105,223,2018,203382
162,276,2018,203457
320,648,2018,203458
137,373,2018,203459
25,64,2018,203463
571,1243,2018,203468
190,345,2018,203469
457,1104,2018,203471
259,526,2018,203473
1,2,2018,203474
189,377,2018,203476
64,164,2018,203477
261,564,2018,203482
325,756,2018,203484
23,71,2018,203485
262,442,2018,203486
46,123,2018,203487
145,361,2018,203488
299,643,2018,203490
245,594,2018,203493
156,362,2018,203496
476,712,2018,203497
481,809,2018,203500
390,993,2018,203501
163,361,2018,203503
236,548,2018,203504
249,588,2018,203506
721,1247,2018,203507
138,294,2018,203516
56,157,2018,203518
98,242,2018,203521
68,178,2018,203524
74,161,2018,203526
151,383,2018,203546
212,465,2018,203552
0,1,2018,203564
113,275,2018,203584
186,461,2018,203585
133,350,2018,203613
17,35,2018,203710
169,435,2018,203894
61,130,2018,203895
530,1135,2018,203897
179,412,2018,203901
529,1180,2018,203903
270,637,2018,203914
366,828,2018,203915
136,338,2018,203917
292,671,2018,203918
91,151,2018,203920
74,176,2018,203922
409,823,2018,203924
374,748,2018,203925
207,422,2018,203926
470,1046,2018,203932
297,611,2018,203933
239,567,2018,203935
150,276,2018,203937
290,486,2018,203939
207,440,2018,203943
571,1089,2018,203944
498,1209,2018,203952
369,749,2018,203953
580,1199,2018,203954
101,241,2018,203957
29,54,2018,203960
3,7,2018,203961
304,696,2018,203967
474,732,2018,203991
361,863,2018,203992
420,826,2018,203994
96,225,2018,203998
616,1206,2018,203999
217,526,2018,204020
116,261,2018,204025
228,587,2018,204038
359,802,2018,204060
220,419,2018,204456
212,362,2018,1626143
330,740,2018,1626144
185,446,2018,1626145
64,157,2018,1626147
546,888,2018,1626149
16,53,2018,1626150
242,558,2018,1626153
6,13,2018,1626154
120,256,2018,1626155
659,1517,2018,1626156
681,1314,2018,1626157
222,365,2018,1626158
324,749,2018,1626159
412,741,2018,1626161
375,842,2018,1626162
138,298,2018,1626163
586,1255,2018,1626164
96,223,2018,1626166
380,780,2018,1626167
207,495,2018,1626168
171,440,2018,1626169
92,220,2018,1626170
279,628,2018,1626171
217,347,2018,1626172
61,117,2018,1626174
200,487,2018,1626178
258,666,2018,1626179
193,400,2018,1626181
91,217,2018,1626184
43,104,2018,1626185
204,439,2018,1626188
163,350,2018,1626192
153,295,2018,1626195
423,1026,2018,1626196
64,191,2018,1626203
249,479,2018,1626204
191,464,2018,1626209
8,13,2018,1626210
163,343,2018,1626220
360,844,2018,1626224
95,179,2018,1626245
160,260,2018,1626246
55,112,2018,1626257
11,26,2018,1626259
1,1,2018,1626296
38,87,2018,1627215
16,48,2018,1627395
540,960,2018,1627732
88,197,2018,1627733
413,700,2018,1627734
10,33,2018,1627735
349,737,2018,1627736
67,180,2018,1627737
15,22,2018,1627738
215,506,2018,1627739
39,95,2018,1627740
623,1360,2018,1627741
362,729,2018,1627742
8,15,2018,1627743
53,74,2018,1627745
26,49,2018,1627746
207,483,2018,1627747
109,268,2018,1627748
513,1173,2018,1627750
187,290,2018,1627751
262,594,2018,1627752
1,1,2018,1627753
4,20,2018,1627758
368,792,2018,1627759
275,616,2018,1627761
378,748,2018,1627763
168,271,2018,1627767
23,60,2018,1627772
216,424,2018,1627774
26,63,2018,1627775
86,181,2018,1627777
5,8,2018,1627780
9,29,2018,1627781
196,483,2018,1627782
519,945,2018,1627783
44,98,2018,1627786
98,245,2018,1627788
82,218,2018,1627789
183,331,2018,1627790
153,352,2018,1627812
56,127,2018,1627814
40,81,2018,1627816
92,217,2018,1627820
138,314,2018,1627823
35,77,2018,1627824
212,379,2018,1627826
228,528,2018,1627827
246,600,2018,1627832
91,215,2018,1627846
187,418,2018,1627853
361,791,2018,1627854
0,2,2018,1627855
118,252,2018,1627863
26,62,2018,1627883
160,324,2018,1627884
184,426,2018,1627885
77,173,2018,1627936
126,262,2018,1628021
134,275,2018,1628035
8,18,2018,1628070
8,16,2018,1628249
65,155,2018,1628365
185,456,2018,1628366
347,841,2018,1628367
505,1102,2018,1628368
466,1036,2018,1628369
227,586,2018,1628370
262,611,2018,1628371
278,650,2018,1628372
95,282,2018,1628373
342,795,2018,1628374
661,1530,2018,1628378
228,520,2018,1628379
189,400,2018,1628380
465,831,2018,1628381
217,485,2018,1628382
2,7,2018,1628383
183,404,2018,1628384
175,348,2018,1628385
335,568,2018,1628386
0,3,2018,1628387
99,183,2018,1628388
280,486,2018,1628389
185,431,2018,1628390
104,251,2018,1628391
20,41,2018,1628392
3,14,2018,1628393
99,192,2018,1628395
8,16,2018,1628396
116,212,2018,1628397
496,1087,2018,1628398
9,18,2018,1628399
67,158,2018,1628400
260,543,2018,1628401
194,447,2018,1628402
18,53,2018,1628403
189,464,2018,1628404
39,73,2018,1628405
122,257,2018,1628407
8,21,2018,1628408
22,64,2018,1628410
113,274,2018,1628411
71,169,2018,1628412
80,162,2018,1628413
17,49,2018,1628414
49,122,2018,1628415
107,264,2018,1628416
47,106,2018,1628417
309,502,2018,1628418
346,702,2018,1628420
19,32,2018,1628421
290,698,2018,1628422
145,312,2018,1628425
5,12,2018,1628432
107,283,2018,1628436
4,8,2018,1628439
65,141,2018,1628443
34,76,2018,1628449
17,40,2018,1628462
3,10,2018,1628463
146,266,2018,1628464
175,386,2018,1628467
166,396,2018,1628469
160,362,2018,1628470
4,8,2018,1628505
6,20,2018,1628513
55,138,2018,1628515
10,16,2018,1628518
4,10,2018,1628537
3,12,2018,1628605
11,27,2018,1628656
2,3,2018,1628769
13,39,2018,1628959
67,178,2018,1628960
0,3,2018,1628961
356,706,2018,1628963
117,243,2018,1628964
60,142,2018,1628966
242,563,2018,1628969
237,511,2018,1628970
125,314,2018,1628971
97,234,2018,1628972
264,565,2018,1628973
56,185,2018,1628975
180,371,2018,1628976
75,165,2018,1628977
50,124,2018,1628978
2,3,2018,1628979
18,53,2018,1628980
7,21,2018,1628982
341,716,2018,1628983
74,216,2018,1628984
105,262,2018,1628988
275,657,2018,1628989
96,209,2018,1628990
298,589,2018,1628991
4,16,2018,1628993
338,914,2018,1628995
1,4,2018,1628999
100,256,2018,1629001
19,58,2018,1629002
34,87,2018,1629003
46,140,2018,1629004
196,508,2018,1629006
44,110,2018,1629010
202,291,2018,1629011
519,1206,2018,1629012
240,557,2018,1629013
28,63,2018,1629014
14,34,2018,1629015
98,244,2018,1629016
22,69,2018,1629017
16,50,2018,1629018
232,518,2018,1629019
9,19,2018,1629020
71,171,2018,1629021
16,46,2018,1629022
107,279,2018,1629026
525,1256,2018,1629027
509,870,2018,1629028
506,1186,2018,1629029
25,73,2018,1629033
25,47,2018,1629034
13,39,2018,1629045
1,4,2018,1629053
0,2,2018,1629055
36,51,2018,1629057
9,22,2018,1629058
114,290,2018,1629059
11,36,2018,1629061
202,449,2018,1629066
5,33,2018,1629067
0,1,2018,1629093
16,33,2018,1629094
28,60,2018,1629102
50,151,2018,1629109
1,5,2018,1629116
7,13,2018,1629118
38,110,2018,1629121
3,9,2018,1629122
12,39,2018,1629123
33,82,2018,1629126
18,46,2018,1629130
10,27,2018,1629133
15,51,2018,1629139
65,110,2018,1629140
1,3,2018,1629147
4,7,2018,1629150
57,126,2018,1629151
3,10,2018,1629152
0,1,2018,1629155
6,23,2018,1629164
9,18,2018,1629168
2,8,2018,1629185
12,33,2018,1629203
15,26,2018,1629234
33,78,2018,1629244
4,10,2018,1629312
6,21,2018,1629353
12,47,2018,1629541
3392,7524,2018,1610612737
3451,7423,2018,1610612738
3189,7184,2018,1610612739
3581,7563,2018,1610612740
3266,7205,2018,1610612741
3182,7122,2018,1610612742
3439,7384,2018,1610612743
3612,7361,2018,1610612744
3218,7163,2018,1610612745
3384,7178,2018,1610612746
3491,7425,2018,1610612747
