SHOT_MADE_FLAG,SHOT_ATTEMPTED_FLAG,SEASON,X_ID
388,613,2016,2730
173,316,2016,2733
136,341,2016,2734
164,423,2016,2736
219,415,2016,2738
87,214,2016,2743
235,471,2016,2744
123,355,2016,2747
268,603,2016,2749
274,595,2016,2754
42,136,2016,2756
92,197,2016,2757
5,14,2016,2760
325,797,2016,2772
38,81,2016,101106
297,704,2016,101107
374,785,2016,101108
221,512,2016,101109
238,520,2016,101112
263,600,2016,101114
95,232,2016,101123
2,3,2016,101127
65,111,2016,101133
248,420,2016,101135
107,186,2016,101138
277,643,2016,101139
384,890,2016,101141
245,555,2016,101145
428,997,2016,101150
213,370,2016,101161
390,673,2016,101162
4,24,2016,101179
55,134,2016,101181
30,80,2016,101187
1,4,2016,101249
500,1049,2016,200746
117,324,2016,200751
201,442,2016,200752
389,882,2016,200755
174,395,2016,200757
229,561,2016,200765
426,918,2016,200768
4,12,2016,200770
209,535,2016,200771
2,7,2016,200779
199,482,2016,200782
430,972,2016,200794
142,343,2016,200826
551,1026,2016,201142
379,801,2016,201143
464,1009,2016,201144
220,558,2016,201145
147,347,2016,201147
83,135,2016,201148
99,202,2016,201149
134,276,2016,201150
362,687,2016,201152
90,243,2016,201155
267,624,2016,201156
264,614,2016,201158
173,328,2016,201160
157,345,2016,201162
433,939,2016,201163
121,299,2016,201166
185,420,2016,201167
14,31,2016,201168
44,118,2016,201177
532,1160,2016,201188
100,263,2016,201196
10,16,2016,201202
96,248,2016,201228
154,349,2016,201229
216,406,2016,201563
460,977,2016,201565
824,1941,2016,201566
370,867,2016,201567
335,750,2016,201568
411,1015,2016,201569
195,517,2016,201571
555,1172,2016,201572
11,32,2016,201573
70,187,2016,201575
382,775,2016,201577
244,547,2016,201578
80,147,2016,201579
208,319,2016,201580
89,178,2016,201582
323,773,2016,201583
321,704,2016,201584
216,392,2016,201585
471,982,2016,201586
393,975,2016,201587
289,606,2016,201588
95,215,2016,201589
412,577,2016,201599
31,65,2016,201600
190,368,2016,201601
534,1123,2016,201609
98,252,2016,201627
23,60,2016,201628
479,970,2016,201933
674,1531,2016,201935
150,369,2016,201936
261,650,2016,201937
674,1442,2016,201939
5,13,2016,201941
721,1545,2016,201942
192,535,2016,201943
233,551,2016,201945
368,768,2016,201949
404,892,2016,201950
237,522,2016,201951
401,908,2016,201952
340,714,2016,201954
77,164,2016,201956
365,709,2016,201959
220,548,2016,201960
231,554,2016,201961
43,117,2016,201962
173,358,2016,201967
114,262,2016,201973
103,256,2016,201975
227,541,2016,201976
84,210,2016,201977
176,449,2016,201980
273,621,2016,201988
183,432,2016,202066
333,847,2016,202083
3,14,2016,202087
8,23,2016,202130
647,1435,2016,202322
235,552,2016,202323
203,417,2016,202324
73,196,2016,202325
647,1432,2016,202326
387,726,2016,202328
183,466,2016,202329
545,1156,2016,202330
620,1345,2016,202331
45,86,2016,202332
75,142,2016,202334
154,384,2016,202335
1,4,2016,202336
113,281,2016,202337
109,198,2016,202338
449,1034,2016,202339
359,775,2016,202340
305,591,2016,202344
105,218,2016,202348
2,8,2016,202349
542,973,2016,202355
151,356,2016,202357
54,120,2016,202362
169,328,2016,202389
0,7,2016,202390
175,400,2016,202391
329,749,2016,202397
1,7,2016,202407
3,15,2016,202412
97,244,2016,202498
2,4,2016,202620
671,1418,2016,202681
108,244,2016,202682
402,737,2016,202683
262,437,2016,202684
391,702,2016,202685
179,339,2016,202687
209,525,2016,202688
643,1449,2016,202689
644,1376,2016,202691
99,248,2016,202692
406,889,2016,202693
421,1007,2016,202694
636,1311,2016,202695
483,1031,2016,202696
200,488,2016,202697
511,1062,2016,202699
57,138,2016,202700
228,416,2016,202702
258,623,2016,202703
284,676,2016,202704
16,52,2016,202708
299,661,2016,202709
570,1252,2016,202710
375,844,2016,202711
5,12,2016,202712
34,83,2016,202713
170,381,2016,202714
75,222,2016,202718
310,646,2016,202720
103,234,2016,202722
77,168,2016,202730
55,142,2016,202732
283,618,2016,202734
682,1473,2016,202738
770,1526,2016,203076
295,618,2016,203077
636,1320,2016,203078
281,663,2016,203079
105,196,2016,203080
661,1488,2016,203081
326,746,2016,203082
483,911,2016,203083
598,1279,2016,203084
323,729,2016,203085
146,378,2016,203086
226,491,2016,203087
159,308,2016,203089
313,623,2016,203090
78,158,2016,203092
231,492,2016,203093
43,111,2016,203094
407,927,2016,203095
15,47,2016,203096
2,5,2016,203098
44,92,2016,203101
61,147,2016,203107
333,720,2016,203109
272,650,2016,203110
70,170,2016,203112
150,333,2016,203114
295,666,2016,203115
17,59,2016,203118
174,379,2016,203120
215,412,2016,203124
77,200,2016,203138
156,417,2016,203141
294,718,2016,203145
46,122,2016,203148
162,285,2016,203186
233,538,2016,203200
250,499,2016,203210
143,279,2016,203382
184,309,2016,203457
230,463,2016,203458
303,647,2016,203459
215,463,2016,203460
38,92,2016,203461
36,66,2016,203462
179,418,2016,203463
692,1441,2016,203468
253,443,2016,203469
548,1213,2016,203471
161,259,2016,203473
332,661,2016,203476
63,173,2016,203477
55,103,2016,203481
260,508,2016,203482
370,927,2016,203484
334,623,2016,203486
112,306,2016,203487
170,336,2016,203488
414,802,2016,203490
54,128,2016,203493
291,729,2016,203496
413,625,2016,203497
288,598,2016,203498
374,655,2016,203500
415,912,2016,203501
245,539,2016,203503
116,255,2016,203504
412,932,2016,203506
656,1258,2016,203507
13,39,2016,203510
103,156,2016,203512
145,320,2016,203516
133,340,2016,203518
207,533,2016,203521
183,476,2016,203524
41,91,2016,203526
8,28,2016,203527
148,336,2016,203530
211,433,2016,203546
338,703,2016,203552
184,494,2016,203584
189,459,2016,203585
177,421,2016,203613
73,183,2016,203894
58,150,2016,203895
326,710,2016,203897
90,208,2016,203898
430,912,2016,203901
77,223,2016,203902
475,1068,2016,203903
77,169,2016,203909
8,31,2016,203912
320,636,2016,203914
134,302,2016,203915
250,630,2016,203917
272,666,2016,203918
158,337,2016,203922
