CONTESTED_SHOTS_3PT,PLAYER_NAME,SEASON,TEAM_NAME
12,Omer Asik,2017,
54,Omri Casspi,2017,
179,Otto Porter Jr.,2017,
225,P.J. Tucker,2017,
0,PJ Dozier,2017,
175,Pascal Siakam,2017,
156,Pat Connaughton,2017,
23,Patrick Beverley,2017,
70,Patrick McCaw,2017,
120,Patrick Patterson,2017,
129,Patty Mills,2017,
89,Pau Gasol,2017,
307,Paul George,2017,
132,Paul Millsap,2017,
104,Paul Zipser,2017,
114,Quincy Acy,2017,
17,Quincy Pondexter,2017,
54,Quinn Cook,2017,
4,RJ Hunter,2017,
125,Rajon Rondo,2017,
32,Ramon Sessions,2017,
15,Rashad Vaughn,2017,
61,Raul Neto,2017,
128,Raymond Felton,2017,
175,Reggie Bullock Jr.,2017,
0,Reggie Hearn,2017,
134,Reggie Jackson,2017,
24,Richard Jefferson,2017,
70,Richaun Holmes,2017,
170,Ricky Rubio,2017,
288,Robert Covington,2017,
115,Robin Lopez,2017,
132,Rodney Hood,2017,
35,Rodney McGruder,2017,
25,Rodney Purvis,2017,
30,Ron Baker,2017,
150,Rondae Hollis-Jefferson,2017,
100,Royce O'Neale,2017,
151,Rudy Gay,2017,
127,Rudy Gobert,2017,
132,Russell Westbrook,2017,
137,Ryan Anderson,2017,
30,Ryan Arcidiacono,2017,
64,Salah Mejri,2017,
78,Sam Dekker,2017,
0,Scotty Hopson,2017,
43,Sean Kilpatrick,2017,
129,Semi Ojeleye,2017,
199,Serge Ibaka,2017,
40,Shabazz Muhammad,2017,
129,Shabazz Napier,2017,
71,Shane Larkin,2017,
49,Shaquille Harrison,2017,
95,Shaun Livingston,2017,
162,Shelvin Mack,2017,
140,Sindarius Thornwell,2017,
171,Skal Labissiere,2017,
18,Solomon Hill,2017,
168,Spencer Dinwiddie,2017,
160,Stanley Johnson,2017,
119,Stephen Curry,2017,
89,Sterling Brown,2017,
292,Steven Adams,2017,
56,T.J. Leaf,2017,
120,T.J. McConnell,2017,
199,T.J. Warren,2017,
344,Taj Gibson,2017,
61,Tarik Black,2017,
227,Taurean Prince,2017,
75,Terrance Ferguson,2017,
47,Terrence Ross,2017,
175,Terry Rozier,2017,
97,Thabo Sefolosha,2017,
380,Thaddeus Young,2017,
5,Thomas Bryant,2017,
114,Thon Maker,2017,
95,Tim Frazier,2017,
206,Tim Hardaway Jr.,2017,
2,Tim Quarterman,2017,
30,Timofey Mozgov,2017,
92,Timothe Luwawu-Cabarrot,2017,
305,Tobias Harris,2017,
154,Tomas Satoransky,2017,
30,Tony Allen,2017,
11,Tony Bradley,2017,
78,Tony Parker,2017,
184,Tony Snell,2017,
75,Torrey Craig,2017,
32,Travis Wear,2017,
104,Treveon Graham,2017,
164,Trevor Ariza,2017,
127,Trevor Booker,2017,
61,Trey Burke,2017,
160,Trey Lyles,2017,
0,Trey McKinney-Jones,2017,
128,Tristan Thompson,2017,
152,Troy Daniels,2017,
27,Troy Williams,2017,
46,Tyler Cavanaugh,2017,
93,Tyler Dorsey,2017,
63,Tyler Ennis,2017,
207,Tyler Johnson,2017,
1,Tyler Lydon,2017,
118,Tyler Ulis,2017,
95,Tyler Zeller,2017,
169,Tyreke Evans,2017,
106,Tyrone Wallace,2017,
40,Tyson Chandler,2017,
156,Tyus Jones,2017,
6,Udonis Haslem,2017,
4,Vander Blue,2017,
357,Victor Oladipo,2017,
114,Vince Carter,2017,
2,Vincent Hunter,2017,
5,Wade Baldwin IV,2017,
1,Walt Lemon Jr.,2017,
207,Wayne Ellington,2017,
70,Wayne Selden,2017,
106,Wes Iwundu,2017,
153,Wesley Johnson,2017,
192,Wesley Matthews,2017,
220,Will Barton,2017,
225,Willie Cauley-Stein,2017,
22,Willie Reed,2017,
42,Willy Hernangomez,2017,
225,Wilson Chandler,2017,
0,Xavier Munford,2017,
17,Xavier Rathan-Mayes,2017,
1,Xavier Silas,2017,
213,Yogi Ferrell,2017,
113,Zach Collins,2017,
47,Zach LaVine,2017,
140,Zach Randolph,2017,
99,Zaza Pachulia,2017,
14,Zhou Qi,2017,
1961,,2017,Atlanta Hawks
1883,,2017,Boston Celtics
1589,,2017,Brooklyn Nets
1875,,2017,Charlotte Hornets
2107,,2017,Chicago Bulls
1984,,2017,Cleveland Cavaliers
1978,,2017,Dallas Mavericks
1892,,2017,Denver Nuggets
1897,,2017,Detroit Pistons
1904,,2017,Golden State Warriors
1749,,2017,Houston Rockets
2123,,2017,Indiana Pacers
1775,,2017,LA Clippers
1985,,2017,Los Angeles Lakers
1904,,2017,Memphis Grizzlies
1801,,2017,Miami Heat
1812,,2017,Milwaukee Bucks
1990,,2017,Minnesota Timberwolves
1909,,2017,New Orleans Pelicans
1858,,2017,New York Knicks
1977,,2017,Oklahoma City Thunder
1583,,2017,Orlando Magic
1871,,2017,Philadelphia 76ers
1815,,2017,Phoenix Suns
1612,,2017,Portland Trail Blazers
2104,,2017,Sacramento Kings
1660,,2017,San Antonio Spurs
1587,,2017,Toronto Raptors
1755,,2017,Utah Jazz
1766,,2017,Washington Wizards
164,Aaron Gordon,2018,
52,Aaron Holiday,2018,
99,Abdel Nader,2018,
196,Al Horford,2018,
247,Al-Farouq Aminu,2018,
5,Alan Williams,2018,
134,Alec Burks,2018,
58,Alex Abrines,2018,
69,Alex Caruso,2018,
133,Alex Len,2018,
25,Alex Poythress,2018,
114,Alfonzo McKinnie,2018,
15,Alize Johnson,2018,
78,Allen Crabbe,2018,
123,Allonzo Trier,2018,
8,Amile Jefferson,2018,
40,Amir Johnson,2018,
225,Andre Drummond,2018,
132,Andre Iguodala,2018,
1,Andre Ingram,2018,
6,Andrew Bogut,2018,
21,Andrew Harrison,2018,
323,Andrew Wiggins,2018,
19,Anfernee Simons,2018,
0,Angel Delgado,2018,
64,Ante Zizic,2018,
188,Anthony Davis,2018,
107,Anthony Tolliver,2018,
79,Antonio Blakeney,2018,
84,Aron Baynes,2018,
126,Austin Rivers,2018,
140,Avery Bradley,2018,
3,BJ Johnson,2018,
160,Bam Adebayo,2018,
10,Ben McLemore,2018,
227,Ben Simmons,2018,
5,Billy Garrett,2018,
64,Bismack Biyombo,2018,
254,Blake Griffin,2018,
66,Boban Marjanović,2018,
101,Bobby Portis,2018,
174,Bogdan Bogdanović,2018,
283,Bojan Bogdanović,2018,
22,Bonzie Colson,2018,
40,Brad Wanamaker,2018,
332,Bradley Beal,2018,
6,Brandon Goodwin,2018,
214,Brandon Ingram,2018,
69,Brandon Knight,2018,
15,Brandon Sampson,2018,
283,Brook Lopez,2018,
164,Bruce Brown,2018,
77,Bruno Caboclo,2018,
182,Bryn Forbes,2018,
259,Buddy Hield,2018,
21,C.J. Williams,2018,
213,CJ McCollum,2018,
77,CJ Miles,2018,
14,Caleb Swanigan,2018,
32,Cam Reynolds,2018,
61,Cameron Payne,2018,
116,Caris LeVert,2018,
28,Carmelo Anthony,2018,
269,Cedi Osman,2018,
85,Chandler Hutchison,2018,
33,Chandler Parsons,2018,
31,Channing Frye,2018,
87,Chasson Randle,2018,
44,Cheick Diallo,2018,
22,Chimezie Metu,2018,
25,Chris Boucher,2018,
8,Chris Chiozza,2018,
110,Chris Paul,2018,
39,Christian Wood,2018,
233,Clint Capela,2018,
109,Cody Zeller,2018,
302,Collin Sexton,2018,
57,Corey Brewer,2018,
236,Cory Joseph,2018,
35,Courtney Lee,2018,
72,Cristiano Felicio,2018,
252,D'Angelo Russell,2018,
172,D.J. Augustin,2018,
143,D.J. Wilson,2018,
2,DJ Stephens,2018,
20,Dairis Bertans,2018,
65,Damian Jones,2018,
197,Damian Lillard,2018,
45,Damion Lee,2018,
201,Damyean Dotson,2018,
27,Daniel Hamilton,2018,
100,Daniel Theis,2018,
181,Danilo Gallinari,2018,
299,Danny Green,2018,
122,Dante Cunningham,2018,
66,Danté Exum,2018,
121,Danuel House Jr.,2018,
257,Dario Šarić,2018,
200,Darius Miller,2018,
210,Darren Collison,2018,
7,Daryl Macon,2018,
107,David Nwaba,2018,
220,Davis Bertans,2018,
7,Davon Reed,2018,
229,De'Aaron Fox,2018,
109,De'Anthony Melton,2018,
84,DeAndre Jordan,2018,
164,DeAndre' Bembry,2018,
206,DeMar DeRozan,2018,
109,DeMarcus Cousins,2018,
158,DeMarre Carroll,2018,
2,DeVaughn Akoon-Purcell,2018,
237,Deandre Ayton,2018,
162,Delon Wright,2018,
2,Demetrius Jackson,2018,
19,Deng Adel,2018,
225,Dennis Schröder,2018,
216,Dennis Smith Jr.,2018,
32,Deonte Burton,2018,
227,Derrick Favors,2018,
174,Derrick Jones Jr.,2018,
131,Derrick Rose,2018,
286,Derrick White,2018,
165,Devin Booker,2018,
58,Devin Harris,2018,
11,Devin Robinson,2018,
67,Devonte' Graham,2018,
177,Dewayne Dedmon,2018,
20,Deyonta Davis,2018,
55,Dillon Brooks,2018,
152,Dion Waiters,2018,
64,Dirk Nowitzki,2018,
143,Domantas Sabonis,2018,
3,Donatas Motiejunas,2018,
215,Donovan Mitchell,2018,
52,Donte DiVincenzo,2018,
2,Donte Grantham,2018,
259,Dorian Finney-Smith,2018,
131,Doug McDermott,2018,
128,Dragan Bender,2018,
312,Draymond Green,2018,
16,Drew Eubanks,2018,
23,Duncan Robinson,2018,
2,Dusty Hannahs,2018,
90,Dwayne Bacon,2018,
10,Dwight Howard,2018,
244,Dwight Powell,2018,
189,Dwyane Wade,2018,
2,Dzanan Musa,2018,
114,E'Twaun Moore,2018,
58,Ed Davis,2018,
30,Edmond Sumner,2018,
22,Ekpe Udoh,2018,
132,Elfrid Payton,2018,
99,Elie Okobo,2018,
5,Emanuel Terry,2018,
206,Emmanuel Mudiay,2018,
109,Enes Freedom,2018,
217,Eric Bledsoe,2018,
131,Eric Gordon,2018,
3,Eric Moreland,2018,
120,Ersan Ilyasova,2018,
217,Evan Fournier,2018,
179,Evan Turner,2018,
103,Frank Jackson,2018,
78,Frank Kaminsky,2018,
45,Frank Mason III,2018,
70,Frank Ntilikina,2018,
193,Fred VanVleet,2018,
67,Furkan Korkmaz,2018,
213,Garrett Temple,2018,
55,Gary Clark,2018,
154,Gary Harris,2018,
5,Gary Payton II,2018,
18,Gary Trent Jr.,2018,
169,George Hill,2018,
1,George King,2018,
48,Georges Niang,2018,
161,Gerald Green,2018,
292,Giannis Antetokounmpo,2018,
53,Glenn Robinson III,2018,
81,Goran Dragic,2018,
156,Gordon Hayward,2018,
114,Gorgui Dieng,2018,
47,Grayson Allen,2018,
20,Greg Monroe,2018,
25,Guerschon Yabusele,2018,
51,Hamidou Diallo,2018,
294,Harrison Barnes,2018,
78,Harry Giles III,2018,
91,Hassan Whiteside,2018,
2,Haywood Highsmith,2018,
30,Henry Ellenson,2018,
113,Ian Clark,2018,
44,Ian Mahinmi,2018,
0,Ike Anigbogu,2018,
114,Iman Shumpert,2018,
14,Isaac Bonga,2018,
7,Isaac Humphries,2018,
56,Isaiah Briscoe,2018,
53,Isaiah Canaan,2018,
44,Isaiah Hartenstein,2018,
2,Isaiah Hicks,2018,
13,Isaiah Thomas,2018,
90,Ish Smith,2018,
95,Ivan Rabb,2018,
75,Ivica Zubac,2018,
55,J.J. Barea,2018,
1,J.P. Macura,2018,
164,JJ Redick,2018,
21,JR Smith,2018,
22,JaKarr Sampson,2018,
137,JaMychal Green,2018,
165,JaVale McGee,2018,
195,Jabari Parker,2018,
16,Jacob Evans,2018,
190,Jae Crowder,2018,
70,Jahlil Okafor,2018,
112,Jake Layman,2018,
132,Jakob Poeltl,2018,
156,Jalen Brunson,2018,
38,Jalen Jones,2018,
67,Jamal Crawford,2018,
247,Jamal Murray,2018,
107,James Ennis III,2018,
184,James Harden,2018,
178,James Johnson,2018,
6,James Nunnally,2018,
112,Jared Dudley,2018,
13,Jared Terrell,2018,
49,Jarell Martin,2018,
186,Jaren Jackson Jr.,2018,
45,Jaron Blossomgame,2018,
10,Jarred Vanderbilt,2018,
148,Jarrett Allen,2018,
33,Jason Smith,2018,
4,Jawun Evans,2018,
41,Jaylen Adams,2018,
246,Jaylen Brown,2018,
3,Jaylen Morris,2018,
320,Jayson Tatum,2018,
290,Jeff Green,2018,
124,Jeff Teague,2018,
13,Jemerrio Jones,2018,
284,Jerami Grant,2018,
274,Jeremy Lamb,2018,
123,Jeremy Lin,2018,
86,Jerian Grant,2018,
27,Jerome Robinson,2018,
59,Jerryd Bayless,2018,
55,Jevon Carter,2018,
5,Jimmer Fredette,2018,
219,Jimmy Butler,2018,
83,Joakim Noah,2018,
8,Jodie Meeks,2018,
0,Joe Chealey,2018,
229,Joe Harris,2018,
208,Joe Ingles,2018,
171,Joel Embiid,2018,
253,John Collins,2018,
21,John Henson,2018,
0,John Holland,2018,
26,John Jenkins,2018,
83,John Wall,2018,
13,Johnathan Motley,2018,
39,Johnathan Williams,2018,
25,Jon Leuer,2018,
58,Jonah Bolden,2018,
129,Jonas Jerebko,2018,
70,Jonas Valančiūnas,2018,
171,Jonathan Isaac,2018,
93,Jonathon Simmons,2018,
104,Jordan Bell,2018,
258,Jordan Clarkson,2018,
3,Jordan Loyd,2018,
46,Jordan McRae,2018,
0,Jordan Sibert,2018,
59,Jose Calderon,2018,
219,Josh Hart,2018,
213,Josh Jackson,2018,
206,Josh Okogie,2018,
295,Josh Richardson,2018,
300,Jrue Holiday,2018,
171,Juancho Hernangomez,2018,
27,Julian Washburn,2018,
274,Julius Randle,2018,
39,Justin Anderson,2018,
302,Justin Holiday,2018,
167,Justin Jackson,2018,
1,Justin Patton,2018,
199,Justise Winslow,2018,
138,Jusuf Nurkić,2018,
33,Kadeem Allen,2018,
0,Kalin Lucas,2018,
237,Karl-Anthony Towns,2018,
203,Kawhi Leonard,2018,
64,Keita Bates-Diop,2018,
214,Kelly Olynyk,2018,
181,Kelly Oubre Jr.,2018,
311,Kemba Walker,2018,
88,Kenneth Faried,2018,
115,Kenrich Williams,2018,
139,Kent Bazemore,2018,
165,Kentavious Caldwell-Pope,2018,
283,Kevin Durant,2018,
213,Kevin Huerter,2018,
261,Kevin Knox II,2018,
49,Kevin Love,2018,
215,Kevon Looney,2018,
35,Khem Birch,2018,
245,Khris Middleton,2018,
6,Khyri Thomas,2018,
174,Klay Thompson,2018,
1,Kobi Simmons,2018,
47,Kosta Koufos,2018,
4,Kostas Antetokounmpo,2018,
186,Kris Dunn,2018,
108,Kyle Anderson,2018,
128,Kyle Korver,2018,
228,Kyle Kuzma,2018,
176,Kyle Lowry,2018,
38,Kyle O'Quinn,2018,
177,Kyrie Irving,2018,
196,LaMarcus Aldridge,2018,
105,Lance Stephenson,2018,
82,Lance Thomas,2018,
181,Landry Shamet,2018,
150,Langston Galloway,2018,
155,Larry Nance Jr.,2018,
163,Lauri Markkanen,2018,
137,LeBron James,2018,
8,Lonnie Walker IV,2018,
164,Lonzo Ball,2018,
22,Lorenzo Brown,2018,
168,Lou Williams,2018,
8,Luc Mbah a Moute,2018,
196,Luka Dončić,2018,
107,Luke Kennard,2018,
108,Luke Kornet,2018,
61,Luol Deng,2018,
6,Malachi Richardson,2018,
179,Malcolm Brogdon,2018,
17,Malcolm Miller,2018,
172,Malik Beasley,2018,
103,Malik Monk,2018,
50,MarShon Brooks,2018,
114,Marc Gasol,2018,
39,Marcin Gortat,2018,
226,Marco Belinelli,2018,
9,Marcus Derrickson,2018,
210,Marcus Morris Sr.,2018,
330,Marcus Smart,2018,
145,Mario Hezonja,2018,
41,Markelle Fultz,2018,
125,Markieff Morris,2018,
50,Marquese Chriss,2018,
241,Marvin Bagley III,2018,
246,Marvin Williams,2018,
170,Mason Plumlee,2018,
86,Matthew Dellavedova,2018,
135,Maurice Harkless,2018,
188,Maxi Kleber,2018,
4,Melvin Frazier Jr.,2018,
98,Meyers Leonard,2018,
39,Michael Beasley,2018,
45,Michael Carter-Williams,2018,
147,Michael Kidd-Gilchrist,2018,
241,Mikal Bridges,2018,
263,Mike Conley,2018,
168,Mike Muscala,2018,
124,Mike Scott,2018,
201,Miles Bridges,2018,
9,Miles Plumlee,2018,
18,Milos Teodosic,2018,
7,Mitchell Creek,2018,
214,Mitchell Robinson,2018,
64,Mo Bamba,2018,
243,Montrezl Harrell,2018,
210,Monté Morris,2018,
80,Moritz Wagner,2018,
161,Myles Turner,2018,
8,Naz Mitrou-Long,2018,
300,Nemanja Bjelica,2018,
51,Nene,2018,
92,Nerlens Noel,2018,
2,Nick Young,2018,
254,Nicolas Batum,2018,
122,Nik Stauskas,2018,
226,Nikola Jokić,2018,
143,Nikola Mirotic,2018,
112,Nikola Vučević,2018,
180,Noah Vonleh,2018,
120,Norman Powell,2018,
166,OG Anunoby,2018,
2,Okaro White,2018,
156,Omari Spellman,2018,
49,Omri Casspi,2018,
159,Otto Porter Jr.,2018,
303,P.J. Tucker,2018,
2,PJ Dozier,2018,
375,Pascal Siakam,2018,
209,Pat Connaughton,2018,
211,Patrick Beverley,2018,
29,Patrick McCaw,2018,
119,Patrick Patterson,2018,
158,Patty Mills,2018,
11,Pau Gasol,2018,
321,Paul George,2018,
269,Paul Millsap,2018,
14,Quincy Acy,2018,
32,Quincy Pondexter,2018,
95,Quinn Cook,2018,
3,RJ Hunter,2018,
140,Rajon Rondo,2018,
45,Raul Neto,2018,
8,Rawle Alkins,2018,
18,Ray Spalding,2018,
29,Raymond Felton,2018,
164,Reggie Bullock Jr.,2018,
249,Reggie Jackson,2018,
100,Richaun Holmes,2018,
170,Ricky Rubio,2018,
130,Robert Covington,2018,
33,Robert Williams III,2018,
132,Robin Lopez,2018,
127,Rodions Kurucs,2018,
151,Rodney Hood,2018,
167,Rodney McGruder,2018,
8,Ron Baker,2018,
140,Rondae Hollis-Jefferson,2018,
156,Royce O'Neale,2018,
193,Rudy Gay,2018,
173,Rudy Gobert,2018,
166,Russell Westbrook,2018,
31,Ryan Anderson,2018,
184,Ryan Arcidiacono,2018,
54,Ryan Broekhoff,2018,
34,Salah Mejri,2018,
98,Sam Dekker,2018,
1,Scott Machado,2018,
82,Semi Ojeleye,2018,
170,Serge Ibaka,2018,
122,Seth Curry,2018,
98,Shabazz Napier,2018,
207,Shai Gilgeous-Alexander,2018,
21,Shake Milton,2018,
181,Shaquille Harrison,2018,
104,Shaun Livingston,2018,
173,Shelvin Mack,2018,
37,Sindarius Thornwell,2018,
30,Skal Labissiere,2018,
112,Solomon Hill,2018,
166,Spencer Dinwiddie,2018,
82,Stanley Johnson,2018,
187,Stephen Curry,2018,
140,Sterling Brown,2018,
285,Steven Adams,2018,
51,Svi Mykhailiuk,2018,
72,T.J. Leaf,2018,
96,T.J. McConnell,2018,
115,T.J. Warren,2018,
0,Tahjere McCall,2018,
214,Taj Gibson,2018,
137,Taurean Prince,2018,
222,Terrance Ferguson,2018,
0,Terrence Jones,2018,
259,Terrence Ross,2018,
162,Terry Rozier,2018,
47,Thabo Sefolosha,2018,
355,Thaddeus Young,2018,
32,Theo Pinson,2018,
140,Thomas Bryant,2018,
5,Thomas Welsh,2018,
122,Thon Maker,2018,
121,Tim Frazier,2018,
246,Tim Hardaway Jr.,2018,
51,Timothe Luwawu-Cabarrot,2018,
274,Tobias Harris,2018,
210,Tomas Satoransky,2018,
3,Tony Bradley,2018,
69,Tony Parker,2018,
167,Tony Snell,2018,
202,Torrey Craig,2018,
246,Trae Young,2018,
80,Treveon Graham,2018,
0,Trevon Duval,2018,
197,Trevor Ariza,2018,
118,Trey Burke,2018,
142,Trey Lyles,2018,
80,Tristan Thompson,2018,
93,Troy Brown Jr.,2018,
2,Troy Caupain,2018,
71,Troy Daniels,2018,
38,Troy Williams,2018,
1,Tyler Cavanaugh,2018,
0,Tyler Davis,2018,
81,Tyler Dorsey,2018,
195,Tyler Johnson,2018,
11,Tyler Lydon,2018,
0,Tyler Ulis,2018,
13,Tyler Zeller,2018,
154,Tyreke Evans,2018,
69,Tyrone Wallace,2018,
49,Tyson Chandler,2018,
156,Tyus Jones,2018,
2,Udonis Haslem,2018,
178,Victor Oladipo,2018,
161,Vince Carter,2018,
3,Vincent Edwards,2018,
18,Wade Baldwin IV,2018,
17,Walt Lemon Jr.,2018,
129,Wayne Ellington,2018,
169,Wayne Selden,2018,
97,Wendell Carter Jr.,2018,
127,Wes Iwundu,2018,
60,Wesley Johnson,2018,
188,Wesley Matthews,2018,
114,Will Barton,2018,
169,Willie Cauley-Stein,2018,
57,Willy Hernangomez,2018,
119,Wilson Chandler,2018,
5,Yante Maten,2018,
89,Yogi Ferrell,2018,
22,Yuta Watanabe,2018,
155,Zach Collins,2018,
246,Zach LaVine,2018,
0,Zach Lofton,2018,
76,Zaza Pachulia,2018,
8,Zhaire Smith,2018,
0,Zhou Qi,2018,
2066,,2018,Atlanta Hawks
2166,,2018,Boston Celtics
1823,,2018,Brooklyn Nets
2077,,2018,Charlotte Hornets
2038,,2018,Chicago Bulls
1956,,2018,Cleveland Cavaliers
2012,,2018,Dallas Mavericks
2126,,2018,Denver Nuggets
1753,,2018,Detroit Pistons
2099,,2018,Golden State Warriors
1746,,2018,Houston Rockets
2143,,2018,Indiana Pacers
1831,,2018,LA Clippers
2040,,2018,Los Angeles Lakers
2053,,2018,Memphis Grizzlies
2126,,2018,Miami Heat
2372,,2018,Milwaukee Bucks
2180,,2018,Minnesota Timberwolves
2103,,2018,New Orleans Pelicans
2155,,2018,New York Knicks
2039,,2018,Oklahoma City Thunder
1646,,2018,Orlando Magic
1752,,2018,Philadelphia 76ers
1903,,2018,Phoenix Suns
1818,,2018,Portland Trail Blazers
2041,,2018,Sacramento Kings
2012,,2018,San Antonio Spurs
2063,,2018,Toronto Raptors
1761,,2018,Utah Jazz
2057,,2018,Washington Wizards
121,Aaron Gordon,2019,
217,Aaron Holiday,2019,
96,Abdel Nader,2019,
10,Adam Mokoka,2019,
31,Admiral Schofield,2019,
191,Al Horford,2019,
54,Al-Farouq Aminu,2019,
161,Alec Burks,2019,
18,Alen Smailagic,2019,
125,Alex Caruso,2019,
90,Alex Len,2019,
43,Alfonzo McKinnie,2019,
18,Alize Johnson,2019,
40,Allen Crabbe,2019,
27,Allonzo Trier,2019,
11,Amile Jefferson,2019,
16,Amir Coffey,2019,
157,Andre Drummond,2019,
47,Andre Iguodala,2019,
9,Andre Roberson,2019,
228,Andrew Wiggins,2019,
175,Anfernee Simons,2019,
11,Ante Zizic,2019,
290,Anthony Davis,2019,
72,Anthony Tolliver,2019,
2,Antonius Cleveland,2019,
41,Anzejs Pasecniks,2019,
88,Aron Baynes,2019,
95,Austin Rivers,2019,
94,Avery Bradley,2019,
9,BJ Johnson,2019,
265,Bam Adebayo,2019,
138,Ben McLemore,2019,
119,Ben Simmons,2019,
88,Bismack Biyombo,2019,
49,Blake Griffin,2019,
35,Boban Marjanović,2019,
161,Bobby Portis,2019,
227,Bogdan Bogdanović,2019,
190,Bojan Bogdanović,2019,
17,Bol Bol,2019,
144,Brad Wanamaker,2019,
190,Bradley Beal,2019,
149,Brandon Clarke,2019,
44,Brandon Goodwin,2019,
241,Brandon Ingram,2019,
36,Brandon Knight,2019,
3,Brian Bowen II,2019,
247,Brook Lopez,2019,
153,Bruce Brown,2019,
25,Bruno Caboclo,2019,
96,Bruno Fernando,2019,
116,Bryn Forbes,2019,
231,Buddy Hield,2019,
261,CJ McCollum,2019,
17,CJ Miles,2019,
35,Caleb Martin,2019,
30,Caleb Swanigan,2019,
148,Cam Reddish,2019,
122,Cameron Johnson,2019,
23,Cameron Payne,2019,
118,Caris LeVert,2019,
187,Carmelo Anthony,2019,
34,Carsen Edwards,2019,
169,Cedi Osman,2019,
50,Chandler Hutchison,2019,
3,Chandler Parsons,2019,
5,Charlie Brown Jr.,2019,
3,Chasson Randle,2019,
41,Cheick Diallo,2019,
18,Chimezie Metu,2019,
137,Chris Boucher,2019,
32,Chris Chiozza,2019,
42,Chris Clemons,2019,
106,Chris Paul,2019,
29,Chris Silva,2019,
164,Christian Wood,2019,
127,Clint Capela,2019,
154,Coby White,2019,
126,Cody Martin,2019,
102,Cody Zeller,2019,
228,Collin Sexton,2019,
4,Corey Brewer,2019,
198,Cory Joseph,2019,
27,Courtney Lee,2019,
18,Cristiano Felicio,2019,
132,D'Angelo Russell,2019,
120,D.J. Augustin,2019,
50,D.J. Wilson,2019,
19,DaQuan Jeffries,2019,
102,Damian Jones,2019,
192,Damian Lillard,2019,
156,Damion Lee,2019,
79,Damyean Dotson,2019,
52,Daniel Gafford,2019,
183,Daniel Theis,2019,
141,Danilo Gallinari,2019,
232,Danny Green,2019,
47,Danté Exum,2019,
228,Danuel House Jr.,2019,
185,Dario Šarić,2019,
203,Darius Bazley,2019,
169,Darius Garland,2019,
1,Daryl Macon,2019,
16,David Nwaba,2019,
138,Davis Bertans,2019,
209,De'Aaron Fox,2019,
218,De'Andre Hunter,2019,
101,De'Anthony Melton,2019,
107,DeAndre Jordan,2019,
56,DeAndre' Bembry,2019,
128,DeMar DeRozan,2019,
32,DeMarre Carroll,2019,
6,Dean Wade,2019,
194,Deandre Ayton,2019,
213,Dejounte Murray,2019,
105,Delon Wright,2019,
177,Dennis Schröder,2019,
66,Dennis Smith Jr.,2019,
68,Denzel Valentine,2019,
38,Deonte Burton,2019,
120,Derrick Favors,2019,
206,Derrick Jones Jr.,2019,
103,Derrick Rose,2019,
17,Derrick Walton Jr.,2019,
261,Derrick White,2019,
198,Devin Booker,2019,
4,Devon Hall,2019,
1,Devontae Cacok,2019,
198,Devonte' Graham,2019,
3,Dewan Hernandez,2019,
72,Dewayne Dedmon,2019,
294,Dillon Brooks,2019,
28,Dion Waiters,2019,
225,Domantas Sabonis,2019,
171,Donovan Mitchell,2019,
19,Donta Hall,2019,
157,Donte DiVincenzo,2019,
258,Dorian Finney-Smith,2019,
157,Doug McDermott,2019,
45,Dragan Bender,2019,
169,Draymond Green,2019,
28,Drew Eubanks,2019,
252,Duncan Robinson,2019,
2,Dusty Hannahs,2019,
73,Dwayne Bacon,2019,
92,Dwight Howard,2019,
162,Dwight Powell,2019,
54,Dzanan Musa,2019,
71,E'Twaun Moore,2019,
27,Ed Davis,2019,
44,Edmond Sumner,2019,
131,Elfrid Payton,2019,
70,Elie Okobo,2019,
80,Emmanuel Mudiay,2019,
68,Enes Freedom,2019,
198,Eric Bledsoe,2019,
76,Eric Gordon,2019,
1,Eric Mika,2019,
152,Eric Paschall,2019,
121,Ersan Ilyasova,2019,
192,Evan Fournier,2019,
32,Evan Turner,2019,
90,Frank Jackson,2019,
67,Frank Kaminsky,2019,
10,Frank Mason III,2019,
109,Frank Ntilikina,2019,
232,Fred VanVleet,2019,
126,Furkan Korkmaz,2019,
15,Gabe Vincent,2019,
188,Garrett Temple,2019,
24,Garrison Mathews,2019,
64,Gary Clark,2019,
165,Gary Harris,2019,
52,Gary Payton II,2019,
116,Gary Trent Jr.,2019,
165,George Hill,2019,
99,Georges Niang,2019,
239,Giannis Antetokounmpo,2019,
210,Glenn Robinson III,2019,
49,Goga Bitadze,2019,
148,Goran Dragic,2019,
142,Gordon Hayward,2019,
106,Gorgui Dieng,2019,
135,Grant Williams,2019,
80,Grayson Allen,2019,
76,Hamidou Diallo,2019,
285,Harrison Barnes,2019,
71,Harry Giles III,2019,
140,Hassan Whiteside,2019,
0,Henry Ellenson,2019,
65,Ian Mahinmi,2019,
5,Ignas Brazdeikis,2019,
12,Iman Shumpert,2019,
147,Isaac Bonga,2019,
39,Isaiah Hartenstein,2019,
4,Isaiah Roby,2019,
91,Isaiah Thomas,2019,
124,Ish Smith,2019,
137,Ivica Zubac,2019,
10,J.J. Barea,2019,
0,J.P. Macura,2019,
102,JJ Redick,2019,
11,JR Smith,2019,
185,Ja Morant,2019,
51,JaKarr Sampson,2019,
143,JaMychal Green,2019,
83,JaVale McGee,2019,
111,Jabari Parker,2019,
46,Jacob Evans,2019,
